state_i,state_j,mechanism_i,mechanism_j,d
702634b51c1ddcf5,17b25328341276d5,M6_temp_occupancy,M5_merge,0.027604
702634b51c1ddcf5,a9d519a871369ec9,M6_temp_occupancy,M5_merge,0.027344
702634b51c1ddcf5,79c076bb5b2087ca,M6_temp_occupancy,M6_temp_occupancy,0.105469
702634b51c1ddcf5,c66a695593bbb676,M6_temp_occupancy,M3_vru_crossing,0.347348
702634b51c1ddcf5,180ce0d9525fefad,M6_temp_occupancy,M5_merge,0.115376
702634b51c1ddcf5,a577bd257f31c6b3,M6_temp_occupancy,M2_vehicle_crossing,0.3125
702634b51c1ddcf5,ee8a56fbf694ea41,M6_temp_occupancy,M4_cut_in,0.324322
702634b51c1ddcf5,b917f507b35f5b17,M6_temp_occupancy,M2_vehicle_crossing,0.180116
702634b51c1ddcf5,e3b4e3f3a09617e4,M6_temp_occupancy,M1_lead_slow_stop,0.157021
702634b51c1ddcf5,daaefd02b2e087b4,M6_temp_occupancy,M4_cut_in,0.015625
702634b51c1ddcf5,11baee9e26708b28,M6_temp_occupancy,M2_vehicle_crossing,0.157987
702634b51c1ddcf5,6646d8a4c3d41f86,M6_temp_occupancy,M5_merge,0.051316
702634b51c1ddcf5,315116b299899d4c,M6_temp_occupancy,M4_cut_in,0.31286
702634b51c1ddcf5,d81ce363e8e76181,M6_temp_occupancy,M5_merge,0.061033
702634b51c1ddcf5,d3ccf3a60c94897b,M6_temp_occupancy,M6_temp_occupancy,0.0
702634b51c1ddcf5,e462adf60f7b5453,M6_temp_occupancy,M4_cut_in,0.214844
702634b51c1ddcf5,3392709446e04b2e,M6_temp_occupancy,M3_vru_crossing,0.340734
702634b51c1ddcf5,b44d525c54204290,M6_temp_occupancy,M5_merge,0.269531
702634b51c1ddcf5,c6229e407151955,M6_temp_occupancy,M4_cut_in,0.3125
702634b51c1ddcf5,335d32f832e5f076,M6_temp_occupancy,M5_merge,0.049862
702634b51c1ddcf5,d58bbf57267f9fab,M6_temp_occupancy,M4_cut_in,0.349994
702634b51c1ddcf5,6e1e3cbc291ef7,M6_temp_occupancy,M1_lead_slow_stop,0.12924
702634b51c1ddcf5,4a48386f6b1d24d5,M6_temp_occupancy,M1_lead_slow_stop,0.425884
702634b51c1ddcf5,c1a7220be20f184c,M6_temp_occupancy,M2_vehicle_crossing,0.027344
702634b51c1ddcf5,86ea7ff0250ae8b2,M6_temp_occupancy,M6_temp_occupancy,0.3125
702634b51c1ddcf5,3e5656d9a79ebc2d,M6_temp_occupancy,M3_vru_crossing,0.0
702634b51c1ddcf5,e9e36d08e891398b,M6_temp_occupancy,M3_vru_crossing,0.363155
702634b51c1ddcf5,f1eead8948b039b3,M6_temp_occupancy,M1_lead_slow_stop,0.145593
702634b51c1ddcf5,d27136ce55af0d05,M6_temp_occupancy,M6_temp_occupancy,0.335089
702634b51c1ddcf5,ada91b10b7953974,M6_temp_occupancy,M3_vru_crossing,0.322129
702634b51c1ddcf5,c36348cd92f7095b,M6_temp_occupancy,M1_lead_slow_stop,0.423136
702634b51c1ddcf5,63418b1539331901,M6_temp_occupancy,M5_merge,0.221198
702634b51c1ddcf5,f432b7291cdb4115,M6_temp_occupancy,M4_cut_in,0.031461
702634b51c1ddcf5,ef74ec33e9f467eb,M6_temp_occupancy,M3_vru_crossing,0.376989
702634b51c1ddcf5,68d9bc6afeb45562,M6_temp_occupancy,M2_vehicle_crossing,0.408103
702634b51c1ddcf5,3b2734e62ea77e0b,M6_temp_occupancy,M2_vehicle_crossing,0.276805
702634b51c1ddcf5,4c66a1ff494d0326,M6_temp_occupancy,M5_merge,0.190166
702634b51c1ddcf5,5c667f775158d5c6,M6_temp_occupancy,M3_vru_crossing,0.340813
702634b51c1ddcf5,7f65791db2146b65,M6_temp_occupancy,M3_vru_crossing,0.164062
702634b51c1ddcf5,44b68799dbb7da70,M6_temp_occupancy,M6_temp_occupancy,0.245743
702634b51c1ddcf5,1a7ff74577475c4a,M6_temp_occupancy,M3_vru_crossing,0.130464
702634b51c1ddcf5,1fb56b3dc02f219,M6_temp_occupancy,M5_merge,0.043715
702634b51c1ddcf5,8f0d6e6621ba2e93,M6_temp_occupancy,M1_lead_slow_stop,0.38266
702634b51c1ddcf5,f31626a269c44694,M6_temp_occupancy,M6_temp_occupancy,0.187659
702634b51c1ddcf5,7cbf0e765fca9e76,M6_temp_occupancy,M5_merge,0.027344
702634b51c1ddcf5,476bce23b3e638d5,M6_temp_occupancy,M2_vehicle_crossing,0.226428
702634b51c1ddcf5,51d387a7e090adc5,M6_temp_occupancy,M3_vru_crossing,0.105848
702634b51c1ddcf5,7ec53982d954fb89,M6_temp_occupancy,M6_temp_occupancy,0.003531
702634b51c1ddcf5,f5cf95b720b572f9,M6_temp_occupancy,M6_temp_occupancy,0.122567
702634b51c1ddcf5,28db5dc9611a9081,M6_temp_occupancy,M5_merge,0.027344
702634b51c1ddcf5,70dffe26f853a7ef,M6_temp_occupancy,M2_vehicle_crossing,0.103989
702634b51c1ddcf5,df4c6fa6c765ec1b,M6_temp_occupancy,M3_vru_crossing,0.371689
702634b51c1ddcf5,56b1e8aced6c7bc0,M6_temp_occupancy,M3_vru_crossing,0.518882
702634b51c1ddcf5,f8c0a8cecce3a643,M6_temp_occupancy,M3_vru_crossing,0.277344
702634b51c1ddcf5,48f93b86942dfe7c,M6_temp_occupancy,M6_temp_occupancy,0.027344
702634b51c1ddcf5,16204a7755094bb7,M6_temp_occupancy,M6_temp_occupancy,0.105469
702634b51c1ddcf5,8589a58aaa319e10,M6_temp_occupancy,M6_temp_occupancy,0.105469
702634b51c1ddcf5,5ca43a44c81a6987,M6_temp_occupancy,M3_vru_crossing,0.027344
702634b51c1ddcf5,3523d1b97fde5dd7,M6_temp_occupancy,M5_merge,0.027344
702634b51c1ddcf5,529d0c9664dabfba,M6_temp_occupancy,M4_cut_in,0.165087
702634b51c1ddcf5,18d655273dfaa17b,M6_temp_occupancy,M2_vehicle_crossing,0.027344
702634b51c1ddcf5,ad89a673afcb15ef,M6_temp_occupancy,M1_lead_slow_stop,0.067061
702634b51c1ddcf5,5a21770f51a706ec,M6_temp_occupancy,M4_cut_in,0.079629
702634b51c1ddcf5,391579da819e88f8,M6_temp_occupancy,M4_cut_in,0.277344
702634b51c1ddcf5,48176b7209253062,M6_temp_occupancy,M1_lead_slow_stop,0.420868
702634b51c1ddcf5,4e1604c6653c917d,M6_temp_occupancy,M2_vehicle_crossing,0.295122
702634b51c1ddcf5,46be633224ba688d,M6_temp_occupancy,M1_lead_slow_stop,0.129088
702634b51c1ddcf5,a22e67eb167f1d0f,M6_temp_occupancy,M5_merge,0.031909
702634b51c1ddcf5,39d2af1de320da61,M6_temp_occupancy,M3_vru_crossing,0.328058
702634b51c1ddcf5,c92800a7dd649eb0,M6_temp_occupancy,M3_vru_crossing,0.300699
702634b51c1ddcf5,af8d2b2e7bf74387,M6_temp_occupancy,M1_lead_slow_stop,0.14112
702634b51c1ddcf5,8191df8947207928,M6_temp_occupancy,M1_lead_slow_stop,0.040476
702634b51c1ddcf5,8bbba7bd646c0988,M6_temp_occupancy,M2_vehicle_crossing,0.027344
702634b51c1ddcf5,e8f0bb32d5de2d24,M6_temp_occupancy,M5_merge,0.183594
702634b51c1ddcf5,c68ab5161508001f,M6_temp_occupancy,M1_lead_slow_stop,0.159872
702634b51c1ddcf5,b01112211aeddce1,M6_temp_occupancy,M1_lead_slow_stop,0.091633
702634b51c1ddcf5,3c878000bc5ecd2e,M6_temp_occupancy,M6_temp_occupancy,0.0
702634b51c1ddcf5,c57fca37918359be,M6_temp_occupancy,M2_vehicle_crossing,0.027344
702634b51c1ddcf5,d1874810bd087f05,M6_temp_occupancy,M2_vehicle_crossing,0.347029
702634b51c1ddcf5,9e340849e6807323,M6_temp_occupancy,M4_cut_in,0.257121
702634b51c1ddcf5,fb142b6dfa344e7d,M6_temp_occupancy,M6_temp_occupancy,0.277344
702634b51c1ddcf5,b4593a7849572046,M6_temp_occupancy,M5_merge,0.027344
702634b51c1ddcf5,c1829351929da04a,M6_temp_occupancy,M2_vehicle_crossing,0.39903
702634b51c1ddcf5,61c2c10de0115d4c,M6_temp_occupancy,M4_cut_in,0.274858
702634b51c1ddcf5,193973f267c0e3f8,M6_temp_occupancy,M1_lead_slow_stop,0.185305
702634b51c1ddcf5,6746a47d4cb56041,M6_temp_occupancy,M2_vehicle_crossing,0.027344
702634b51c1ddcf5,8cc939e8a0e6cf,M6_temp_occupancy,M5_merge,0.216562
702634b51c1ddcf5,ebecaff060dfaf5,M6_temp_occupancy,M5_merge,0.164761
702634b51c1ddcf5,36b6d206313b0dc2,M6_temp_occupancy,M2_vehicle_crossing,0.084852
702634b51c1ddcf5,fa7aa51eec4fcc0f,M6_temp_occupancy,M2_vehicle_crossing,0.027344
702634b51c1ddcf5,a3a693cb9130f131,M6_temp_occupancy,M5_merge,0.341151
702634b51c1ddcf5,5e6868e3cf3bf22e,M6_temp_occupancy,M2_vehicle_crossing,0.223547
702634b51c1ddcf5,db2d22849b9faaeb,M6_temp_occupancy,M4_cut_in,0.029688
702634b51c1ddcf5,4f19a78e73788325,M6_temp_occupancy,M2_vehicle_crossing,0.183617
702634b51c1ddcf5,cb033836fe55cb71,M6_temp_occupancy,M1_lead_slow_stop,0.360595
702634b51c1ddcf5,ddb565dc089efb79,M6_temp_occupancy,M3_vru_crossing,0.277344
702634b51c1ddcf5,645144353bbfdecc,M6_temp_occupancy,M2_vehicle_crossing,0.36607
702634b51c1ddcf5,d70bd171d452a911,M6_temp_occupancy,M6_temp_occupancy,0.365186
702634b51c1ddcf5,2bc410d4ce756f24,M6_temp_occupancy,M3_vru_crossing,0.34215
702634b51c1ddcf5,33baa7bec0df48e6,M6_temp_occupancy,M6_temp_occupancy,0.028518
702634b51c1ddcf5,5a9136943505a0c8,M6_temp_occupancy,M4_cut_in,0.079135
702634b51c1ddcf5,bf4a3094f06db35a,M6_temp_occupancy,M2_vehicle_crossing,0.027344
702634b51c1ddcf5,ef15a936dcbdae22,M6_temp_occupancy,M5_merge,0.032495
702634b51c1ddcf5,5fbe9ec16c1da7,M6_temp_occupancy,M6_temp_occupancy,0.027344
702634b51c1ddcf5,205b9be4bd273c8,M6_temp_occupancy,M5_merge,0.247677
702634b51c1ddcf5,bcf4c2171f3087b3,M6_temp_occupancy,M3_vru_crossing,0.027344
702634b51c1ddcf5,e73bfd50912a81c2,M6_temp_occupancy,M5_merge,0.031098
702634b51c1ddcf5,69563a34cb1da29d,M6_temp_occupancy,M3_vru_crossing,0.380846
702634b51c1ddcf5,9b52ebee65ba60df,M6_temp_occupancy,M4_cut_in,0.035785
702634b51c1ddcf5,5b48eebb6ae9a031,M6_temp_occupancy,M1_lead_slow_stop,0.312744
702634b51c1ddcf5,338402ef9081de8e,M6_temp_occupancy,M5_merge,0.061291
702634b51c1ddcf5,d63a72ef3cd6a570,M6_temp_occupancy,M1_lead_slow_stop,0.432932
702634b51c1ddcf5,22c359415a84f49e,M6_temp_occupancy,M2_vehicle_crossing,0.066169
702634b51c1ddcf5,709b4273b440d9df,M6_temp_occupancy,M6_temp_occupancy,0.027344
702634b51c1ddcf5,593b60d37e0756a3,M6_temp_occupancy,M1_lead_slow_stop,0.419301
702634b51c1ddcf5,a85bb8c9decfce02,M6_temp_occupancy,M2_vehicle_crossing,0.079675
702634b51c1ddcf5,46089fa0cbe376a,M6_temp_occupancy,M1_lead_slow_stop,0.323776
702634b51c1ddcf5,15ab99b9c601cdbb,M6_temp_occupancy,M5_merge,0.035991
702634b51c1ddcf5,8cc706db611c60f3,M6_temp_occupancy,M1_lead_slow_stop,0.300712
702634b51c1ddcf5,627c9e858445e526,M6_temp_occupancy,M2_vehicle_crossing,0.249413
702634b51c1ddcf5,bc5fbdd7299bfcea,M6_temp_occupancy,M2_vehicle_crossing,0.3125
702634b51c1ddcf5,ba626816eab28971,M6_temp_occupancy,M2_vehicle_crossing,0.464752
702634b51c1ddcf5,3a05a500c09f362,M6_temp_occupancy,M6_temp_occupancy,0.027344
702634b51c1ddcf5,4fe1a27d65c20624,M6_temp_occupancy,M4_cut_in,0.103146
702634b51c1ddcf5,c5f7559ce637d158,M6_temp_occupancy,M5_merge,0.3125
702634b51c1ddcf5,ec7f75c46b30a664,M6_temp_occupancy,M6_temp_occupancy,0.3125
702634b51c1ddcf5,828d5e60ba898919,M6_temp_occupancy,M3_vru_crossing,0.198057
702634b51c1ddcf5,5401f9f7a98e3b87,M6_temp_occupancy,M1_lead_slow_stop,0.319739
702634b51c1ddcf5,9edef88b29982e8d,M6_temp_occupancy,M4_cut_in,0.269531
702634b51c1ddcf5,d70c6e96e89f9509,M6_temp_occupancy,M4_cut_in,0.294756
702634b51c1ddcf5,7bfe72a95b111c3d,M6_temp_occupancy,M5_merge,0.230469
702634b51c1ddcf5,eaddb9cfd4bdee3,M6_temp_occupancy,M6_temp_occupancy,0.154752
702634b51c1ddcf5,20d86c79c5b93eee,M6_temp_occupancy,M6_temp_occupancy,0.400562
702634b51c1ddcf5,6bb19ed8fd73dcaa,M6_temp_occupancy,M1_lead_slow_stop,0.273886
702634b51c1ddcf5,f36d556878508d27,M6_temp_occupancy,M5_merge,0.098561
702634b51c1ddcf5,86e4585ee70fd316,M6_temp_occupancy,M1_lead_slow_stop,0.426244
702634b51c1ddcf5,511061c17dcf9cfd,M6_temp_occupancy,M3_vru_crossing,0.178582
702634b51c1ddcf5,3fa0d9d7e10ebb40,M6_temp_occupancy,M1_lead_slow_stop,0.410792
702634b51c1ddcf5,c7a26ee2a91219bc,M6_temp_occupancy,M6_temp_occupancy,0.005707
702634b51c1ddcf5,c710955bf6df9bd6,M6_temp_occupancy,M5_merge,0.035156
702634b51c1ddcf5,86e25df75a6995f4,M6_temp_occupancy,M1_lead_slow_stop,0.039107
702634b51c1ddcf5,a33abe19dd2ad254,M6_temp_occupancy,M5_merge,0.227165
702634b51c1ddcf5,c3c8dba7b2fac99b,M6_temp_occupancy,M6_temp_occupancy,0.3125
702634b51c1ddcf5,e79fba949827442,M6_temp_occupancy,M4_cut_in,0.312977
702634b51c1ddcf5,db8f0c4bca59d849,M6_temp_occupancy,M1_lead_slow_stop,0.227006
702634b51c1ddcf5,10fa6689840a045e,M6_temp_occupancy,M1_lead_slow_stop,0.214812
702634b51c1ddcf5,82db149ce5803678,M6_temp_occupancy,M6_temp_occupancy,0.38159
702634b51c1ddcf5,d952c66361dd6dd,M6_temp_occupancy,M3_vru_crossing,0.277344
702634b51c1ddcf5,ea6d597b14182a4,M6_temp_occupancy,M3_vru_crossing,0.3125
702634b51c1ddcf5,aae6f5e257d7ae7b,M6_temp_occupancy,M4_cut_in,0.257336
702634b51c1ddcf5,7ea9286f24b35ce,M6_temp_occupancy,M5_merge,0.04985
702634b51c1ddcf5,68ebb1345abaaa49,M6_temp_occupancy,M2_vehicle_crossing,0.027344
702634b51c1ddcf5,9f2afbd2995369db,M6_temp_occupancy,M4_cut_in,0.086552
702634b51c1ddcf5,f7193ffab83f342a,M6_temp_occupancy,M4_cut_in,0.081527
702634b51c1ddcf5,3c0d54fef36f68c3,M6_temp_occupancy,M6_temp_occupancy,0.3125
702634b51c1ddcf5,e2e8717cc14408e5,M6_temp_occupancy,M2_vehicle_crossing,0.35577
702634b51c1ddcf5,b51cd423385fd8c3,M6_temp_occupancy,M4_cut_in,0.220759
702634b51c1ddcf5,d1d63331ff4d4642,M6_temp_occupancy,M1_lead_slow_stop,0.079532
702634b51c1ddcf5,bff5b958fa495b42,M6_temp_occupancy,M1_lead_slow_stop,0.027344
702634b51c1ddcf5,6d8c999df123683e,M6_temp_occupancy,M5_merge,0.3125
702634b51c1ddcf5,2f062e60ee68c1a5,M6_temp_occupancy,M5_merge,0.053997
702634b51c1ddcf5,d547b71b68122235,M6_temp_occupancy,M2_vehicle_crossing,0.175442
702634b51c1ddcf5,498676f3a2f5b632,M6_temp_occupancy,M1_lead_slow_stop,0.110282
702634b51c1ddcf5,b65a402949fb31f,M6_temp_occupancy,M2_vehicle_crossing,0.027344
702634b51c1ddcf5,ab6bd2c279f34f6a,M6_temp_occupancy,M3_vru_crossing,0.40355
702634b51c1ddcf5,501d70fe64c7306f,M6_temp_occupancy,M4_cut_in,0.171875
702634b51c1ddcf5,eb1cfd2cec3f1bb4,M6_temp_occupancy,M5_merge,0.027344
702634b51c1ddcf5,df45bb47c8a8b6fa,M6_temp_occupancy,M1_lead_slow_stop,0.42402
702634b51c1ddcf5,3c63c09d67c69f10,M6_temp_occupancy,M6_temp_occupancy,0.319593
702634b51c1ddcf5,38fc99d2b91ace4f,M6_temp_occupancy,M2_vehicle_crossing,0.054307
702634b51c1ddcf5,68222c9de6832012,M6_temp_occupancy,M4_cut_in,0.038552
702634b51c1ddcf5,dd2b57f59de52610,M6_temp_occupancy,M4_cut_in,0.027344
702634b51c1ddcf5,eeea7c01a12a8d7f,M6_temp_occupancy,M4_cut_in,0.069063
702634b51c1ddcf5,19847cdf4ebaa222,M6_temp_occupancy,M3_vru_crossing,0.331062
702634b51c1ddcf5,7ae4b0661a825cbe,M6_temp_occupancy,M6_temp_occupancy,0.060752
702634b51c1ddcf5,51288c5c978c52bb,M6_temp_occupancy,M6_temp_occupancy,0.027344
702634b51c1ddcf5,15d59741943a4528,M6_temp_occupancy,M2_vehicle_crossing,0.027344
702634b51c1ddcf5,ab7b6b79b724bd2d,M6_temp_occupancy,M2_vehicle_crossing,0.027344
702634b51c1ddcf5,8e8850bd484b4c94,M6_temp_occupancy,M3_vru_crossing,0.277344
702634b51c1ddcf5,ba35d3e87e11a4f4,M6_temp_occupancy,M5_merge,0.07705
702634b51c1ddcf5,5457633fb7cfc786,M6_temp_occupancy,M2_vehicle_crossing,0.316188
702634b51c1ddcf5,ba2cae3b8abf2fb7,M6_temp_occupancy,M1_lead_slow_stop,0.121077
702634b51c1ddcf5,8f228d2e5a4fae1e,M6_temp_occupancy,M1_lead_slow_stop,0.146673
702634b51c1ddcf5,c1332ddc8f341b8c,M6_temp_occupancy,M5_merge,0.140625
702634b51c1ddcf5,cfc488d11f8a14ac,M6_temp_occupancy,M3_vru_crossing,0.102376
702634b51c1ddcf5,a530b3c1fbc880a3,M6_temp_occupancy,M4_cut_in,0.190066
702634b51c1ddcf5,68618d5784c03bfb,M6_temp_occupancy,M3_vru_crossing,0.074574
702634b51c1ddcf5,9c8c3c7431089e90,M6_temp_occupancy,M4_cut_in,0.323143
702634b51c1ddcf5,88ef797bb168ea3,M6_temp_occupancy,M3_vru_crossing,0.059131
702634b51c1ddcf5,4d99ac365cde07cb,M6_temp_occupancy,M5_merge,0.027344
702634b51c1ddcf5,c9b89aa89fab08d3,M6_temp_occupancy,M4_cut_in,0.394518
702634b51c1ddcf5,fa6889c637e04a42,M6_temp_occupancy,M3_vru_crossing,0.342898
702634b51c1ddcf5,c12a9f85df574fa5,M6_temp_occupancy,M4_cut_in,0.142838
702634b51c1ddcf5,363b09f9d01e1606,M6_temp_occupancy,M5_merge,0.027344
702634b51c1ddcf5,a955a67397678653,M6_temp_occupancy,M2_vehicle_crossing,0.261021
702634b51c1ddcf5,9f4270ce0aa3f8c3,M6_temp_occupancy,M5_merge,0.046986
702634b51c1ddcf5,534768c085f72923,M6_temp_occupancy,M6_temp_occupancy,0.286685
702634b51c1ddcf5,8e1563974ac020a1,M6_temp_occupancy,M6_temp_occupancy,0.000244
702634b51c1ddcf5,8bf5237dd38f68ae,M6_temp_occupancy,M4_cut_in,0.3125
702634b51c1ddcf5,41e5d0a14afc65fe,M6_temp_occupancy,M5_merge,0.196113
702634b51c1ddcf5,374f7f515942ce08,M6_temp_occupancy,M2_vehicle_crossing,0.339844
702634b51c1ddcf5,59a52add08359a02,M6_temp_occupancy,M4_cut_in,0.051271
702634b51c1ddcf5,d37498e9d40b6473,M6_temp_occupancy,M1_lead_slow_stop,0.383749
702634b51c1ddcf5,1b8e18bccbb016c7,M6_temp_occupancy,M5_merge,0.234375
702634b51c1ddcf5,ec1490e87d122e61,M6_temp_occupancy,M4_cut_in,0.131278
702634b51c1ddcf5,3a9e27b39d34f3ab,M6_temp_occupancy,M4_cut_in,0.234375
702634b51c1ddcf5,16423aee2f237dfd,M6_temp_occupancy,M1_lead_slow_stop,0.42501
702634b51c1ddcf5,454956d673501b9b,M6_temp_occupancy,M3_vru_crossing,0.30859
702634b51c1ddcf5,6dff8688d5814ff6,M6_temp_occupancy,M6_temp_occupancy,0.027344
702634b51c1ddcf5,89242baa45d9460f,M6_temp_occupancy,M6_temp_occupancy,0.157614
702634b51c1ddcf5,b167788c995cb07,M6_temp_occupancy,M3_vru_crossing,0.042313
702634b51c1ddcf5,b8b3771d8b3a87bf,M6_temp_occupancy,M2_vehicle_crossing,0.284143
702634b51c1ddcf5,22b89ada4ddaaa3e,M6_temp_occupancy,M5_merge,0.050426
702634b51c1ddcf5,a3b3a764aab8ba8f,M6_temp_occupancy,M1_lead_slow_stop,0.183016
702634b51c1ddcf5,7b1f6d0bf6e2d1f6,M6_temp_occupancy,M2_vehicle_crossing,0.378955
702634b51c1ddcf5,3d5ea6d5d8caf0b0,M6_temp_occupancy,M2_vehicle_crossing,0.251557
702634b51c1ddcf5,582aae15098c3428,M6_temp_occupancy,M2_vehicle_crossing,0.044527
702634b51c1ddcf5,8f6532811f2857de,M6_temp_occupancy,M4_cut_in,0.027344
702634b51c1ddcf5,cc9c4cee498b7d33,M6_temp_occupancy,M5_merge,0.535156
702634b51c1ddcf5,d0e6cf812b2c3a6d,M6_temp_occupancy,M1_lead_slow_stop,0.027344
702634b51c1ddcf5,5e421c535134053,M6_temp_occupancy,M3_vru_crossing,0.328911
702634b51c1ddcf5,5e0002dca7244f07,M6_temp_occupancy,M4_cut_in,0.199219
702634b51c1ddcf5,a05540d6a0f4e3ab,M6_temp_occupancy,M1_lead_slow_stop,0.074486
702634b51c1ddcf5,7deccdd519c13352,M6_temp_occupancy,M2_vehicle_crossing,0.234459
702634b51c1ddcf5,d6619d51e2a9cb2e,M6_temp_occupancy,M1_lead_slow_stop,0.045559
702634b51c1ddcf5,b2893c00477b7f2e,M6_temp_occupancy,M5_merge,0.246094
702634b51c1ddcf5,8cb51d6f77603a9b,M6_temp_occupancy,M5_merge,0.04224
702634b51c1ddcf5,91d61b86be4e7b10,M6_temp_occupancy,M2_vehicle_crossing,0.063259
702634b51c1ddcf5,febc54f23fd786b7,M6_temp_occupancy,M3_vru_crossing,0.414692
702634b51c1ddcf5,887bd6aace8b75e9,M6_temp_occupancy,M6_temp_occupancy,0.027683
702634b51c1ddcf5,17c5c69ac611ac01,M6_temp_occupancy,M6_temp_occupancy,0.341224
702634b51c1ddcf5,98915e2ef682a0ad,M6_temp_occupancy,M2_vehicle_crossing,0.095745
702634b51c1ddcf5,179359c3a28d98bc,M6_temp_occupancy,M4_cut_in,0.230469
702634b51c1ddcf5,dc948f31a4fb002,M6_temp_occupancy,M3_vru_crossing,0.031818
702634b51c1ddcf5,6153a4f94f32296e,M6_temp_occupancy,M3_vru_crossing,0.277344
702634b51c1ddcf5,5b236b4877347d5e,M6_temp_occupancy,M2_vehicle_crossing,0.027344
702634b51c1ddcf5,443c9fa41bef7e1c,M6_temp_occupancy,M6_temp_occupancy,0.027767
702634b51c1ddcf5,dfce0c3d05c49289,M6_temp_occupancy,M3_vru_crossing,0.341373
702634b51c1ddcf5,7adf4f9685f36ea6,M6_temp_occupancy,M5_merge,0.104767
702634b51c1ddcf5,1262b0d5186912a9,M6_temp_occupancy,M3_vru_crossing,0.362432
702634b51c1ddcf5,d63e959605073881,M6_temp_occupancy,M3_vru_crossing,0.311916
702634b51c1ddcf5,ab90c99c62ce9388,M6_temp_occupancy,M2_vehicle_crossing,0.21538
702634b51c1ddcf5,18593071c0511bb8,M6_temp_occupancy,M1_lead_slow_stop,0.151734
702634b51c1ddcf5,4d6038940863ff85,M6_temp_occupancy,M2_vehicle_crossing,0.389065
702634b51c1ddcf5,5cc2e7d7cf13c9b5,M6_temp_occupancy,M6_temp_occupancy,0.3125
702634b51c1ddcf5,9bfc9cb152799616,M6_temp_occupancy,M5_merge,0.057345
702634b51c1ddcf5,d35138e6f57e58f,M6_temp_occupancy,M6_temp_occupancy,0.359389
702634b51c1ddcf5,152448f0895fcd4e,M6_temp_occupancy,M2_vehicle_crossing,0.056675
702634b51c1ddcf5,458477bad7645b27,M6_temp_occupancy,M2_vehicle_crossing,0.027344
702634b51c1ddcf5,ef0327f14ab3efa0,M6_temp_occupancy,M3_vru_crossing,0.278734
702634b51c1ddcf5,270199473a16315,M6_temp_occupancy,M2_vehicle_crossing,0.32694
702634b51c1ddcf5,79408bcec5803f6a,M6_temp_occupancy,M5_merge,0.046932
702634b51c1ddcf5,a4611e9f8d2c2d69,M6_temp_occupancy,M5_merge,0.3125
702634b51c1ddcf5,1784b3c9084080c2,M6_temp_occupancy,M1_lead_slow_stop,0.425358
702634b51c1ddcf5,320d7f0fddc558fb,M6_temp_occupancy,M2_vehicle_crossing,0.067178
702634b51c1ddcf5,8dfa61df6468c4b0,M6_temp_occupancy,M3_vru_crossing,0.085938
702634b51c1ddcf5,78b920001b48881d,M6_temp_occupancy,M5_merge,0.377814
702634b51c1ddcf5,aff1b25771a6b4e5,M6_temp_occupancy,M1_lead_slow_stop,0.135666
702634b51c1ddcf5,cce2b45ecc9a9a23,M6_temp_occupancy,M1_lead_slow_stop,0.054604
702634b51c1ddcf5,df2d9878b8d365d5,M6_temp_occupancy,M4_cut_in,0.061156
702634b51c1ddcf5,422031c4323005cb,M6_temp_occupancy,M1_lead_slow_stop,0.12574
702634b51c1ddcf5,95bc678c9f413f30,M6_temp_occupancy,M6_temp_occupancy,0.227423
702634b51c1ddcf5,12dc24d313153b64,M6_temp_occupancy,M4_cut_in,0.199034
702634b51c1ddcf5,90c39184af55bb7b,M6_temp_occupancy,M3_vru_crossing,0.379967
702634b51c1ddcf5,d257c85a10d5395,M6_temp_occupancy,M3_vru_crossing,0.328515
702634b51c1ddcf5,e03381a1e69875df,M6_temp_occupancy,M5_merge,0.09375
702634b51c1ddcf5,586f01a84f58f4ad,M6_temp_occupancy,M3_vru_crossing,0.070342
702634b51c1ddcf5,39bd73db0d742122,M6_temp_occupancy,M5_merge,0.071118
702634b51c1ddcf5,5d4586d493da8fa7,M6_temp_occupancy,M2_vehicle_crossing,0.027344
702634b51c1ddcf5,52a0f8dd9925ef2f,M6_temp_occupancy,M5_merge,0.427765
702634b51c1ddcf5,a77a96465790bde4,M6_temp_occupancy,M3_vru_crossing,0.391838
702634b51c1ddcf5,7c2ed9ab567e443f,M6_temp_occupancy,M3_vru_crossing,0.3125
702634b51c1ddcf5,bc30f1a4671b4030,M6_temp_occupancy,M1_lead_slow_stop,0.105598
1e98bdb2802fdab1,762f088d61c4d918,M3_vru_crossing,M4_cut_in,0.011642
1e98bdb2802fdab1,ee768f89b03a5398,M3_vru_crossing,M5_merge,0.107243
1e98bdb2802fdab1,53aaa12123cda64d,M3_vru_crossing,M6_temp_occupancy,0.328464
1e98bdb2802fdab1,5ff2fe3e4c0d3691,M3_vru_crossing,M3_vru_crossing,0.105438
1e98bdb2802fdab1,230e1123fe6c5ae0,M3_vru_crossing,M3_vru_crossing,0.090819
1e98bdb2802fdab1,3f229274b2913801,M3_vru_crossing,M3_vru_crossing,0.008791
1e98bdb2802fdab1,dfd9bef1399b05fe,M3_vru_crossing,M3_vru_crossing,0.062423
1e98bdb2802fdab1,38c3cd000a1ba860,M3_vru_crossing,M2_vehicle_crossing,0.308266
1e98bdb2802fdab1,b1e5c3613f253cd6,M3_vru_crossing,M6_temp_occupancy,0.046798
1e98bdb2802fdab1,e4248acdea6c8a04,M3_vru_crossing,M6_temp_occupancy,0.351486
