scenario_id,file,primary_mechanism,auxiliary,lane_width,ego_speed,evidence
567e972333c9f8d2,567e972333c9f8d2.json,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in;M5_merge,2.538,15.48,"{""M2"": 6.65, ""M4"": [5.18], ""M5"": [-17.2, 45.65]}"
6f94728ea8b0deba,6f94728ea8b0deba.json,M2_vehicle_crossing,M5_merge;M2_vehicle_crossing,4.035,12.1,"{""M5"": [-24.51, 33.44], ""M2"": 11.83}"
b917f507b35f5b17,b917f507b35f5b17.json,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,3.405,6.59,"{""M2"": 31.37, ""M4"": [-34.19]}"
2a15bffe9d0283a6,2a15bffe9d0283a6.json,M2_vehicle_crossing,M2_vehicle_crossing,2.129,3.4,"{""M2"": 53.83}"
7d68b3426a9bb6ad,7d68b3426a9bb6ad.json,M2_vehicle_crossing,M2_vehicle_crossing;M5_merge;M6_temp_occupancy,3.28,3.17,"{""M2"": 24.17, ""M5"": [-26.85, 17.09], ""M6"": 8.15}"
476bce23b3e638d5,476bce23b3e638d5.json,M2_vehicle_crossing,M2_vehicle_crossing,4.473,1.02,"{""M2"": 65.1}"
a955a67397678653,a955a67397678653.json,M2_vehicle_crossing,M2_vehicle_crossing;M5_merge,4.145,19.23,"{""M2"": 4.37, ""M5"": [-23.06, 153.89]}"
68d9bc6afeb45562,68d9bc6afeb45562.json,M2_vehicle_crossing,M6_temp_occupancy;M2_vehicle_crossing;M4_cut_in;M5_merge,3.201,3.9,"{""M6"": 18.65, ""M2"": 5.98, ""M4"": [-3.3], ""M5"": [-51.53, 70.74]}"
d1874810bd087f05,d1874810bd087f05.json,M2_vehicle_crossing,M2_vehicle_crossing;M6_temp_occupancy,3.905,0.0,"{""M2"": 14.8, ""M6"": 14.73}"
ac36bc6d71571082,ac36bc6d71571082.json,M2_vehicle_crossing,M2_vehicle_crossing;M5_merge,3.385,15.68,"{""M2"": 6.41, ""M5"": [-34.1, 64.34]}"
8bbba7bd646c0988,8bbba7bd646c0988.json,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in;M5_merge,1.824,14.8,"{""M2"": 9.5, ""M4"": [-9.36], ""M5"": [-8.42, 58.56]}"
5457633fb7cfc786,5457633fb7cfc786.json,M2_vehicle_crossing,M2_vehicle_crossing;M6_temp_occupancy,3.138,0.0,"{""M2"": 26.23, ""M6"": 3.98}"
227059f2f85c2a20,227059f2f85c2a20.json,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,3.396,1.0,"{""M2"": 33.33, ""M4"": [19.1]}"
c1829351929da04a,c1829351929da04a.json,M2_vehicle_crossing,M2_vehicle_crossing;M6_temp_occupancy,3.586,0.01,"{""M2"": 11.63, ""M6"": 12.54}"
44b65a5c4f3c07ed,44b65a5c4f3c07ed.json,M2_vehicle_crossing,M2_vehicle_crossing,4.341,0.54,"{""M2"": 29.53}"
c1a7220be20f184c,c1a7220be20f184c.json,M2_vehicle_crossing,M6_temp_occupancy;M2_vehicle_crossing;M5_merge;M4_cut_in,2.964,15.64,"{""M6"": 42.12, ""M2"": 10.65, ""M5"": [-67.12, 73.68], ""M4"": [3.05]}"
152448f0895fcd4e,152448f0895fcd4e.json,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in;M5_merge,2.79,9.81,"{""M2"": 6.16, ""M4"": [3.7], ""M5"": [-20.29, 19.05]}"
a2ca56f7b38e7242,a2ca56f7b38e7242.json,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,3.295,0.0,"{""M2"": 18.43, ""M4"": [-49.82]}"
1a7ff74577475c4a,1a7ff74577475c4a.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in;M5_merge,3.889,1.09,"{""M3"": 10.33, ""M4"": [3.38], ""M5"": [-7.32, 6.21]}"
fc2b51fef48a323,fc2b51fef48a323.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing;M5_merge,3.408,0.04,"{""M4"": [2.68], ""M3"": 16.87, ""M5"": [-16.98, 12.26]}"
7f65791db2146b65,7f65791db2146b65.json,M3_vru_crossing,M3_vru_crossing;M6_temp_occupancy,3.614,0.0,"{""M3"": 37.13, ""M6"": 35.98}"
5ca43a44c81a6987,5ca43a44c81a6987.json,M3_vru_crossing,M3_vru_crossing;M5_merge,1.605,5.57,"{""M3"": 10.56, ""M5"": [-16.59, 30.74]}"
4ef7d4e590e80eef,4ef7d4e590e80eef.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing;M6_temp_occupancy,3.144,0.0,"{""M4"": [-10.41], ""M3"": 32.04, ""M6"": 30.87}"
39d2af1de320da61,39d2af1de320da61.json,M3_vru_crossing,M3_vru_crossing;M6_temp_occupancy;M4_cut_in,3.168,0.0,"{""M3"": 31.86, ""M6"": -14.06, ""M4"": [-38.23]}"
ada91b10b7953974,ada91b10b7953974.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in;M6_temp_occupancy,3.417,0.0,"{""M3"": 19.92, ""M4"": [-3.39], ""M6"": 23.63}"
ab6bd2c279f34f6a,ab6bd2c279f34f6a.json,M3_vru_crossing,M3_vru_crossing;M6_temp_occupancy;M4_cut_in;M5_merge,3.629,0.0,"{""M3"": 8.15, ""M6"": -11.15, ""M4"": [6.68], ""M5"": [-7.53, 5.76]}"
df00457ce0737194,df00457ce0737194.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing,3.922,0.0,"{""M4"": [-34.49], ""M3"": 64.84}"
63eccbae339d909d,63eccbae339d909d.json,M3_vru_crossing,M3_vru_crossing,4.059,1.28,"{""M3"": 9.21}"
d952c66361dd6dd,d952c66361dd6dd.json,M3_vru_crossing,M4_cut_in;M6_temp_occupancy;M3_vru_crossing,3.724,0.0,"{""M4"": [-12.01], ""M6"": -57.4, ""M3"": 12.52}"
ef0327f14ab3efa0,ef0327f14ab3efa0.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing,3.218,0.0,"{""M4"": [-15.88], ""M3"": 29.41}"
5a375264f6e08467,5a375264f6e08467.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in,3.015,0.0,"{""M3"": 24.9, ""M4"": [-11.51]}"
fa6889c637e04a42,fa6889c637e04a42.json,M3_vru_crossing,M3_vru_crossing,3.16,0.0,"{""M3"": 49.21}"
5ff2fe3e4c0d3691,5ff2fe3e4c0d3691.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in,2.99,0.0,"{""M3"": 11.31, ""M4"": [-5.72]}"
88ef797bb168ea3,88ef797bb168ea3.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in,3.379,0.0,"{""M3"": 38.2, ""M4"": [-4.11]}"
c66a695593bbb676,c66a695593bbb676.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing,3.276,0.0,"{""M4"": [-2.93], ""M3"": 5.69}"
d63e959605073881,d63e959605073881.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing;M6_temp_occupancy,3.449,0.0,"{""M4"": [67.37], ""M3"": 23.03, ""M6"": -22.12}"
818472857e729867,818472857e729867.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in;M5_merge,3.431,0.0,"{""M3"": 18.65, ""M4"": [-18.91], ""M5"": [-4.43, 22.04]}"
d257c85a10d5395,d257c85a10d5395.json,M3_vru_crossing,M3_vru_crossing;M5_merge;M6_temp_occupancy,4.0,4.24,"{""M3"": 22.1, ""M5"": [-20.82, 9.02], ""M6"": -47.12}"
c92800a7dd649eb0,c92800a7dd649eb0.json,M3_vru_crossing,M3_vru_crossing;M6_temp_occupancy;M4_cut_in,3.067,0.0,"{""M3"": 23.23, ""M6"": 41.32, ""M4"": [51.43]}"
3392709446e04b2e,3392709446e04b2e.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing,3.413,0.02,"{""M4"": [-29.67], ""M3"": 33.93}"
ea6d597b14182a4,ea6d597b14182a4.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing,3.159,0.0,"{""M4"": [9.79], ""M3"": 49.26}"
37579382cdbc7907,37579382cdbc7907.json,M3_vru_crossing,M3_vru_crossing;M6_temp_occupancy,3.001,0.0,"{""M3"": 12.58, ""M6"": 14.24}"
d8c32f51e1a8356a,d8c32f51e1a8356a.json,M3_vru_crossing,M3_vru_crossing,2.895,0.0,"{""M3"": 12.5}"
68618d5784c03bfb,68618d5784c03bfb.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing,3.457,0.0,"{""M4"": [-12.34], ""M3"": 36.09}"
bdbf44d435f680cc,bdbf44d435f680cc.json,M3_vru_crossing,M3_vru_crossing,3.16,0.0,"{""M3"": 10.89}"
f47f7ad1c8fc8e29,f47f7ad1c8fc8e29.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing,3.168,0.0,"{""M4"": [12.59], ""M3"": 41.28}"
f7d61c994f5c773,f7d61c994f5c773.json,M3_vru_crossing,M3_vru_crossing;M6_temp_occupancy,3.955,0.0,"{""M3"": 22.84, ""M6"": -22.09}"
1262b0d5186912a9,1262b0d5186912a9.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in,3.335,0.0,"{""M3"": 13.08, ""M4"": [-24.85]}"
77f8172643ca02de,77f8172643ca02de.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in,3.307,0.0,"{""M3"": 41.02, ""M4"": [-31.17]}"
5c667f775158d5c6,5c667f775158d5c6.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in,3.616,0.0,"{""M3"": 10.74, ""M4"": [11.28]}"
febc54f23fd786b7,febc54f23fd786b7.json,M3_vru_crossing,M3_vru_crossing,3.286,0.0,"{""M3"": 14.33}"
cccc1c64881dde01,cccc1c64881dde01.json,M3_vru_crossing,M3_vru_crossing,4.345,1.23,"{""M3"": 18.65}"
f8c0a8cecce3a643,f8c0a8cecce3a643.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in;M5_merge,3.128,0.0,"{""M3"": 9.21, ""M4"": [7.94], ""M5"": [-10.97, 8.73]}"
56b1e8aced6c7bc0,56b1e8aced6c7bc0.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in,3.565,0.0,"{""M3"": 4.27, ""M4"": [2.51]}"
c65883931103e25c,c65883931103e25c.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing;M6_temp_occupancy,3.639,0.04,"{""M4"": [20.45], ""M3"": 10.06, ""M6"": -9.87}"
b1bc03805735b4e4,b1bc03805735b4e4.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in,3.151,0.0,"{""M3"": 9.47, ""M4"": [8.27]}"
454956d673501b9b,454956d673501b9b.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing,3.355,0.0,"{""M4"": [-21.18], ""M3"": 30.76}"
511061c17dcf9cfd,511061c17dcf9cfd.json,M3_vru_crossing,M3_vru_crossing,2.894,0.02,"{""M3"": 14.33}"
7a54acbbcff5c08e,7a54acbbcff5c08e.json,M3_vru_crossing,M3_vru_crossing,3.346,0.0,"{""M3"": 8.79}"
586f01a84f58f4ad,586f01a84f58f4ad.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing,2.971,0.0,"{""M4"": [-35.33], ""M3"": 19.13}"
5e421c535134053,5e421c535134053.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in,3.602,0.0,"{""M3"": 8.65, ""M4"": [15.46]}"
61633963c7b2e131,61633963c7b2e131.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing,3.762,0.0,"{""M4"": [-36.32], ""M3"": 9.11}"
76c55e81fb37f2ac,76c55e81fb37f2ac.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in,3.356,0.0,"{""M3"": 47.53, ""M4"": [-6.37]}"
cfc488d11f8a14ac,cfc488d11f8a14ac.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing,3.224,0.0,"{""M4"": [-20.88], ""M3"": 20.38}"
6153a4f94f32296e,6153a4f94f32296e.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in,3.212,0.0,"{""M3"": 10.53, ""M4"": [9.9]}"
9eaa527e9f58c06d,9eaa527e9f58c06d.json,M3_vru_crossing,M3_vru_crossing,3.236,0.0,"{""M3"": 15.29}"
230e1123fe6c5ae0,230e1123fe6c5ae0.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in,3.077,0.0,"{""M3"": 12.94, ""M4"": [-21.63]}"
dfce0c3d05c49289,dfce0c3d05c49289.json,M3_vru_crossing,M3_vru_crossing,3.714,0.74,"{""M3"": 12.25}"
dfc3a8f83fb09e3a,dfc3a8f83fb09e3a.json,M3_vru_crossing,M3_vru_crossing,2.813,0.0,"{""M3"": 38.91}"
ddb565dc089efb79,ddb565dc089efb79.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing,3.318,0.0,"{""M4"": [-2.97], ""M3"": 14.72}"
3f229274b2913801,3f229274b2913801.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in,3.689,0.0,"{""M3"": 32.4, ""M4"": [12.07]}"
2bc410d4ce756f24,2bc410d4ce756f24.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing,3.367,0.0,"{""M4"": [26.77], ""M3"": 22.77}"
46ed0d7e95c06e9c,46ed0d7e95c06e9c.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing,3.005,0.01,"{""M4"": [27.64], ""M3"": 14.23}"
51d387a7e090adc5,51d387a7e090adc5.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing;M6_temp_occupancy,3.374,0.0,"{""M4"": [-43.48], ""M3"": 48.18, ""M6"": 6.41}"
ee651f48b99ac793,ee651f48b99ac793.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in;M5_merge,3.188,1.67,"{""M3"": 7.98, ""M4"": [-18.22], ""M5"": [-28.58, 8.5]}"
e765ea8a0b617a42,e765ea8a0b617a42.json,M3_vru_crossing,M6_temp_occupancy;M3_vru_crossing,2.951,0.0,"{""M6"": 36.73, ""M3"": 39.28}"
69563a34cb1da29d,69563a34cb1da29d.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in,3.456,0.0,"{""M3"": 32.02, ""M4"": [-16.12]}"
ef74ec33e9f467eb,ef74ec33e9f467eb.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in;M6_temp_occupancy,4.197,0.0,"{""M3"": 18.91, ""M4"": [5.91], ""M6"": -33.82}"
e9e36d08e891398b,e9e36d08e891398b.json,M3_vru_crossing,M3_vru_crossing;M6_temp_occupancy;M4_cut_in,3.292,0.0,"{""M3"": 13.99, ""M6"": -28.86, ""M4"": [-56.95]}"
90c39184af55bb7b,90c39184af55bb7b.json,M3_vru_crossing,M3_vru_crossing;M5_merge,3.076,1.21,"{""M3"": 11.42, ""M5"": [-25.84, 3.67]}"
8e8850bd484b4c94,8e8850bd484b4c94.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing;M6_temp_occupancy,3.29,0.0,"{""M4"": [9.25], ""M3"": 5.94, ""M6"": 5.5}"
19847cdf4ebaa222,19847cdf4ebaa222.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in,3.212,0.0,"{""M3"": 11.47, ""M4"": [-10.23]}"
1e98bdb2802fdab1,1e98bdb2802fdab1.json,M3_vru_crossing,M3_vru_crossing;M6_temp_occupancy;M4_cut_in,3.311,0.0,"{""M3"": 10.13, ""M6"": -11.93, ""M4"": [-14.92]}"
dfd9bef1399b05fe,dfd9bef1399b05fe.json,M3_vru_crossing,M5_merge;M3_vru_crossing,3.184,0.02,"{""M5"": [-17.22, 16.86], ""M3"": 36.73}"
c189f693c5a3b02a,c189f693c5a3b02a.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing,2.953,0.0,"{""M4"": [-31.78], ""M3"": 12.56}"
828d5e60ba898919,828d5e60ba898919.json,M3_vru_crossing,M5_merge;M4_cut_in;M3_vru_crossing,3.273,6.12,"{""M5"": [-51.93, 22.95], ""M4"": [2.51], ""M3"": 8.11}"
df4c6fa6c765ec1b,df4c6fa6c765ec1b.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in,3.41,0.18,"{""M3"": 12.01, ""M4"": [8.14]}"
b167788c995cb07,b167788c995cb07.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in,4.688,0.74,"{""M3"": 4.45, ""M4"": [5.39]}"
bcf4c2171f3087b3,bcf4c2171f3087b3.json,M3_vru_crossing,M5_merge;M3_vru_crossing,3.608,6.28,"{""M5"": [-14.88, 11.62], ""M3"": 19.48}"
2171d3475a332588,2171d3475a332588.json,M3_vru_crossing,M3_vru_crossing;M4_cut_in,3.159,0.0,"{""M3"": 32.88, ""M4"": [-19.68]}"
a77a96465790bde4,a77a96465790bde4.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing,3.232,0.0,"{""M4"": [-3.79], ""M3"": 23.22}"
8dfa61df6468c4b0,8dfa61df6468c4b0.json,M3_vru_crossing,M3_vru_crossing,3.82,0.0,"{""M3"": 6.94}"
6b6f521ecacbd19f,6b6f521ecacbd19f.json,M3_vru_crossing,M3_vru_crossing;M6_temp_occupancy;M4_cut_in,3.777,0.0,"{""M3"": 12.64, ""M6"": 69.84, ""M4"": [-43.06]}"
7c2ed9ab567e443f,7c2ed9ab567e443f.json,M3_vru_crossing,M3_vru_crossing;M6_temp_occupancy,3.029,0.41,"{""M3"": 9.45, ""M6"": -9.27}"
dc948f31a4fb002,dc948f31a4fb002.json,M3_vru_crossing,M3_vru_crossing;M6_temp_occupancy,3.004,0.08,"{""M3"": 24.44, ""M6"": 62.0}"
3e5656d9a79ebc2d,3e5656d9a79ebc2d.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing,3.301,0.01,"{""M4"": [8.25], ""M3"": 9.84}"
22a1e427c28a77ad,22a1e427c28a77ad.json,M3_vru_crossing,M3_vru_crossing,2.705,0.0,"{""M3"": 11.17}"
ca571aa786fe0edc,ca571aa786fe0edc.json,M3_vru_crossing,M4_cut_in;M3_vru_crossing,2.808,2.6,"{""M4"": [-11.74], ""M3"": 10.19}"
8fe7e309e8650a73,8fe7e309e8650a73.json,M4_cut_in,M4_cut_in,2.981,12.22,"{""M4"": [-6.9]}"
f432b7291cdb4115,f432b7291cdb4115.json,M4_cut_in,M5_merge;M4_cut_in,2.919,14.54,"{""M5"": [-11.54, 89.36], ""M4"": [3.63]}"
4fe1a27d65c20624,4fe1a27d65c20624.json,M4_cut_in,M6_temp_occupancy;M4_cut_in,3.406,7.72,"{""M6"": 3.36, ""M4"": [-7.49]}"
e79fba949827442,e79fba949827442.json,M4_cut_in,M4_cut_in,3.671,0.0,"{""M4"": [35.67]}"
d70c6e96e89f9509,d70c6e96e89f9509.json,M4_cut_in,M5_merge;M4_cut_in,3.463,4.96,"{""M5"": [-13.79, 48.43], ""M4"": [3.41]}"
8bfeaae8e7475de2,8bfeaae8e7475de2.json,M4_cut_in,M4_cut_in;M5_merge;M6_temp_occupancy,1.495,1.08,"{""M4"": [-5.16], ""M5"": [-68.77, 29.73], ""M6"": -4.41}"
c6229e407151955,c6229e407151955.json,M4_cut_in,M4_cut_in,3.708,0.0,"{""M4"": [-8.36]}"
a530b3c1fbc880a3,a530b3c1fbc880a3.json,M4_cut_in,M4_cut_in;M5_merge,2.741,20.19,"{""M4"": [2.67], ""M5"": [-20.54, 154.01]}"
bda923bbd61198da,bda923bbd61198da.json,M4_cut_in,M6_temp_occupancy;M5_merge;M4_cut_in,3.267,15.61,"{""M6"": -1.72, ""M5"": [-46.08, 65.34], ""M4"": [-3.36]}"
6e35ffca282009ab,6e35ffca282009ab.json,M4_cut_in,M6_temp_occupancy;M4_cut_in,3.369,2.77,"{""M6"": 61.11, ""M4"": [-14.93]}"
8f0d9def6f4a1228,8f0d9def6f4a1228.json,M4_cut_in,M4_cut_in;M5_merge,3.458,4.39,"{""M4"": [3.42], ""M5"": [-10.99, 63.54]}"
c0b0cf92f425dd27,c0b0cf92f425dd27.json,M4_cut_in,M5_merge;M4_cut_in,3.325,3.75,"{""M5"": [-13.51, 13.44], ""M4"": [9.78]}"
dd2b57f59de52610,dd2b57f59de52610.json,M4_cut_in,M4_cut_in,3.792,17.49,"{""M4"": [10.51]}"
111da837fe570e37,111da837fe570e37.json,M4_cut_in,M4_cut_in,3.128,7.47,"{""M4"": [19.51]}"
612bd3de9ba8eb4b,612bd3de9ba8eb4b.json,M4_cut_in,M4_cut_in,3.718,15.01,"{""M4"": [6.62]}"
6537fe33af0264c4,6537fe33af0264c4.json,M4_cut_in,M4_cut_in,3.25,0.0,"{""M4"": [-40.33]}"
a47da157cf1535bb,a47da157cf1535bb.json,M4_cut_in,M4_cut_in,2.091,0.0,"{""M4"": [6.49]}"
d58bbf57267f9fab,d58bbf57267f9fab.json,M4_cut_in,M4_cut_in,3.43,0.0,"{""M4"": [2.67]}"
c5451a572e14ddc8,c5451a572e14ddc8.json,M4_cut_in,M4_cut_in;M5_merge,3.668,1.61,"{""M4"": [2.71], ""M5"": [-13.75, 15.56]}"
12dc24d313153b64,12dc24d313153b64.json,M4_cut_in,M4_cut_in;M5_merge,3.1,5.25,"{""M4"": [3.37], ""M5"": [-21.72, 35.26]}"
7f159fbdf79377cf,7f159fbdf79377cf.json,M4_cut_in,M4_cut_in;M5_merge,3.682,13.25,"{""M4"": [-3.35], ""M5"": [-55.79, 47.89]}"
e462adf60f7b5453,e462adf60f7b5453.json,M4_cut_in,M5_merge;M4_cut_in,3.68,16.02,"{""M5"": [-45.14, 68.48], ""M4"": [3.0]}"
eeea7c01a12a8d7f,eeea7c01a12a8d7f.json,M4_cut_in,M4_cut_in,3.293,16.12,"{""M4"": [-2.8]}"
9d2059d1b77947bc,9d2059d1b77947bc.json,M4_cut_in,M4_cut_in;M5_merge,3.36,0.02,"{""M4"": [3.04], ""M5"": [-11.65, 4.6]}"
365017521542bd4f,365017521542bd4f.json,M4_cut_in,M4_cut_in,3.071,14.16,"{""M4"": [22.81]}"
e00e8f2f8643f2e,e00e8f2f8643f2e.json,M4_cut_in,M5_merge;M4_cut_in,3.053,13.62,"{""M5"": [-67.17, 25.3], ""M4"": [4.0]}"
762f088d61c4d918,762f088d61c4d918.json,M4_cut_in,M5_merge;M4_cut_in,3.427,0.36,"{""M5"": [-8.78, 8.95], ""M4"": [6.36]}"
1650ec864aa4a2fe,1650ec864aa4a2fe.json,M4_cut_in,M4_cut_in;M5_merge,3.115,19.41,"{""M4"": [3.22], ""M5"": [-37.68, 111.99]}"
f7193ffab83f342a,f7193ffab83f342a.json,M4_cut_in,M5_merge;M4_cut_in,2.986,15.75,"{""M5"": [-43.82, 82.12], ""M4"": [3.2]}"
42c8823444df7298,42c8823444df7298.json,M4_cut_in,M4_cut_in;M5_merge,3.775,20.04,"{""M4"": [-3.66], ""M5"": [-26.43, 120.49]}"
c9b89aa89fab08d3,c9b89aa89fab08d3.json,M4_cut_in,M5_merge;M4_cut_in,3.503,16.43,"{""M5"": [-23.72, 133.02], ""M4"": [-2.96]}"
1d083ebbbe36e48d,1d083ebbbe36e48d.json,M4_cut_in,M4_cut_in,3.173,0.0,"{""M4"": [-3.18]}"
df2d9878b8d365d5,df2d9878b8d365d5.json,M4_cut_in,M4_cut_in;M5_merge,3.523,0.0,"{""M4"": [3.04], ""M5"": [-70.94, 16.25]}"
315116b299899d4c,315116b299899d4c.json,M4_cut_in,M4_cut_in,3.597,0.0,"{""M4"": [8.19]}"
1d5aa678fbcf98f7,1d5aa678fbcf98f7.json,M4_cut_in,M4_cut_in;M5_merge,2.992,2.82,"{""M4"": [-16.92], ""M5"": [-29.9, 5.07]}"
bfb4079c7ce63a40,bfb4079c7ce63a40.json,M4_cut_in,M4_cut_in,3.136,0.0,"{""M4"": [-2.93]}"
9b52ebee65ba60df,9b52ebee65ba60df.json,M4_cut_in,M4_cut_in,4.081,7.92,"{""M4"": [5.76]}"
9c8c3c7431089e90,9c8c3c7431089e90.json,M4_cut_in,M4_cut_in,3.566,0.0,"{""M4"": [-41.49]}"
391579da819e88f8,391579da819e88f8.json,M4_cut_in,M4_cut_in;M6_temp_occupancy,3.566,0.0,"{""M4"": [48.06], ""M6"": 66.67}"
9edef88b29982e8d,9edef88b29982e8d.json,M4_cut_in,M5_merge;M6_temp_occupancy;M4_cut_in,3.542,7.95,"{""M5"": [-22.16, 49.8], ""M6"": -11.04, ""M4"": [3.63]}"
c4edbe4985f2d06d,c4edbe4985f2d06d.json,M4_cut_in,M4_cut_in;M5_merge,4.453,19.67,"{""M4"": [3.44], ""M5"": [-32.17, 125.65]}"
a8c0edb805dca37b,a8c0edb805dca37b.json,M4_cut_in,M4_cut_in;M5_merge,3.76,17.24,"{""M4"": [-2.52], ""M5"": [-69.29, 84.28]}"
3a6c26ba1a3aaad6,3a6c26ba1a3aaad6.json,M4_cut_in,M4_cut_in,3.512,5.11,"{""M4"": [24.99]}"
ec1490e87d122e61,ec1490e87d122e61.json,M4_cut_in,M5_merge;M4_cut_in,3.386,7.5,"{""M5"": [-18.75, 39.05], ""M4"": [10.68]}"
179359c3a28d98bc,179359c3a28d98bc.json,M4_cut_in,M4_cut_in,3.629,20.18,"{""M4"": [-2.82]}"
9e340849e6807323,9e340849e6807323.json,M4_cut_in,M4_cut_in;M5_merge;M6_temp_occupancy,3.737,11.62,"{""M4"": [-3.52], ""M5"": [-7.65, 92.85], ""M6"": 6.45}"
970d525be9f42db8,970d525be9f42db8.json,M4_cut_in,M4_cut_in;M5_merge,5.441,8.77,"{""M4"": [3.53], ""M5"": [-22.05, 20.46]}"
df8855a5b77f2ed9,df8855a5b77f2ed9.json,M4_cut_in,M4_cut_in,3.835,0.0,"{""M4"": [-11.18]}"
dcfab9621bc1420,dcfab9621bc1420.json,M4_cut_in,M6_temp_occupancy;M4_cut_in;M5_merge,3.052,10.95,"{""M6"": 8.99, ""M4"": [-2.91], ""M5"": [-23.62, 83.16]}"
8f6532811f2857de,8f6532811f2857de.json,M4_cut_in,M6_temp_occupancy;M4_cut_in;M5_merge,2.775,6.43,"{""M6"": 3.61, ""M4"": [-2.77], ""M5"": [-23.25, 33.34]}"
aae6f5e257d7ae7b,aae6f5e257d7ae7b.json,M4_cut_in,M4_cut_in;M5_merge,4.531,11.51,"{""M4"": [3.33], ""M5"": [-29.02, 50.52]}"
529d0c9664dabfba,529d0c9664dabfba.json,M4_cut_in,M4_cut_in;M5_merge;M6_temp_occupancy,1.865,5.78,"{""M4"": [-4.53], ""M5"": [-22.81, 25.24], ""M6"": 3.3}"
61c2c10de0115d4c,61c2c10de0115d4c.json,M4_cut_in,M4_cut_in;M5_merge,3.295,15.96,"{""M4"": [3.01], ""M5"": [-39.44, 106.15]}"
2691891bbf109269,2691891bbf109269.json,M4_cut_in,M4_cut_in;M6_temp_occupancy,3.651,0.1,"{""M4"": [12.29], ""M6"": 61.25}"
88d928bedcb34c09,88d928bedcb34c09.json,M4_cut_in,M4_cut_in;M5_merge,2.934,19.44,"{""M4"": [-3.51], ""M5"": [-16.35, 141.95]}"
12c4604478212e7f,12c4604478212e7f.json,M4_cut_in,M5_merge;M4_cut_in,2.719,8.3,"{""M5"": [-37.9, 99.31], ""M4"": [3.62]}"
5a9136943505a0c8,5a9136943505a0c8.json,M4_cut_in,M4_cut_in;M5_merge,2.783,15.67,"{""M4"": [3.34], ""M5"": [-46.73, 86.69]}"
78b120a22bfd9f46,78b120a22bfd9f46.json,M4_cut_in,M4_cut_in,4.03,0.0,"{""M4"": [18.37]}"
68222c9de6832012,68222c9de6832012.json,M4_cut_in,M4_cut_in;M6_temp_occupancy;M5_merge,3.597,12.0,"{""M4"": [3.64], ""M6"": -3.75, ""M5"": [-64.29, 29.04]}"
501d70fe64c7306f,501d70fe64c7306f.json,M4_cut_in,M4_cut_in,3.436,0.38,"{""M4"": [13.4]}"
