file,scenario_id,ego_speed,primary_mechanism,auxiliary_mechanism_tags,n_actors,evidence
tfrecord-00314-of-01000_84.json,ddc0634eeecffba5,0.07,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,109,"{""M2"": {""lat_span"": 17.09}, ""M4"": {""lat0"": 17.96, ""lat_min"": 0.87}}"
tfrecord-00049-of-01000_103.json,b5e59eca7dcf8a90,0.0,M1_lead_slow_stop,M2_vehicle_crossing;M1_lead_slow_stop;M4_cut_in,36,"{""M2"": {""lat_span"": 18.62}, ""M1"": {""min_spd"": 0.01, ""dspd"": 0.45}, ""M4"": {""lat0"": 15.92, ""lat_min"": 0.43}}"
tfrecord-00133-of-01000_307.json,ec9463c570017976,2.35,M0_none,,12,{}
tfrecord-00373-of-01000_105.json,1f43f2e861bea4cb,3.78,M4_cut_in,M4_cut_in,46,"{""M4"": {""lat0"": 13.66, ""lat_min"": 0.7}}"
tfrecord-00081-of-01000_59.json,9a0706235a5db575,6.51,M3_vru_crossing,M3_vru_crossing;M4_cut_in,253,"{""M3"": {""lat_span"": 8.03}, ""M4"": {""lat0"": -8.75, ""lat_min"": 0.86}}"
tfrecord-00102-of-01000_237.json,519d3b386e49eb44,6.25,M4_cut_in,M4_cut_in,52,"{""M4"": {""lat0"": -17.73, ""lat_min"": 0.14}}"
tfrecord-00230-of-01000_114.json,268356ac812f364c,3.96,M5_merge,M5_merge,19,"{""M5"": {""lon0"": -15.06, ""lon_end"": 34.03}}"
tfrecord-00081-of-01000_342.json,f2c86a4e5779faa2,0.31,M5_merge,M5_merge,81,"{""M5"": {""lon0"": -59.04, ""lon_end"": 3.82}}"
tfrecord-00384-of-01000_197.json,656b1e9620083ead,10.56,M4_cut_in,M4_cut_in,14,"{""M4"": {""lat0"": -13.65, ""lat_min"": 0.14}}"
tfrecord-00307-of-01000_303.json,cf408cad363d0c24,17.78,M0_none,,13,{}
tfrecord-00022-of-01000_25.json,22d322fdce899fdd,0.0,M0_none,,89,{}
tfrecord-00442-of-01000_329.json,b497bc30fd77a94c,2.03,M2_vehicle_crossing,M2_vehicle_crossing,159,"{""M2"": {""lat_span"": 8.17}}"
tfrecord-00235-of-01000_125.json,89dcc1195daea54f,0.53,M4_cut_in,M4_cut_in,85,"{""M4"": {""lat0"": 4.27, ""lat_min"": 0.72}}"
tfrecord-00309-of-01000_98.json,10c9f9585b3d7425,0.0,M1_lead_slow_stop,M1_lead_slow_stop;M2_vehicle_crossing,28,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}, ""M2"": {""lat_span"": 16.7}}"
tfrecord-00011-of-01000_344.json,e63222289a42bad,0.02,M4_cut_in,M4_cut_in,14,"{""M4"": {""lat0"": 8.44, ""lat_min"": 0.94}}"
tfrecord-00338-of-01000_396.json,d2e9fc223a783998,4.45,M2_vehicle_crossing,M2_vehicle_crossing;M5_merge,19,"{""M2"": {""lat_span"": 8.91}, ""M5"": {""lon0"": -12.09, ""lon_end"": 10.1}}"
tfrecord-00139-of-01000_254.json,e60dacb906ae4484,2.33,M1_lead_slow_stop,M1_lead_slow_stop;M3_vru_crossing;M4_cut_in,80,"{""M1"": {""min_spd"": 0.01, ""dspd"": -0.05}, ""M3"": {""lat_span"": 10.65}, ""M4"": {""lat0"": 10.37, ""lat_min"": 0.25}}"
tfrecord-00135-of-01000_339.json,e0a26e03101fa545,0.0,M1_lead_slow_stop,M3_vru_crossing;M6_temp_occupancy;M1_lead_slow_stop;M4_cut_in,88,"{""M3"": {""lat_span"": 10.31}, ""M6"": {""lat_end"": 10.35}, ""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}, ""M4"": {""lat0"": -12.43, ""lat_min"": 1.0}}"
tfrecord-00210-of-01000_152.json,647e5ab5ab103b6f,2.05,M4_cut_in,M4_cut_in,139,"{""M4"": {""lat0"": 6.01, ""lat_min"": 0.1}}"
tfrecord-00494-of-01000_257.json,b23b5d8e0086bba2,9.77,M5_merge,M6_temp_occupancy;M5_merge,51,"{""M6"": {""lat_end"": 3.47}, ""M5"": {""lon0"": -16.57, ""lon_end"": 68.11}}"
tfrecord-00109-of-01000_251.json,bc3ec0277f4e52e4,0.0,M1_lead_slow_stop,M1_lead_slow_stop,24,"{""M1"": {""min_spd"": 0.02, ""dspd"": -0.96}}"
tfrecord-00071-of-01000_336.json,f4e5c438112669d9,11.89,M4_cut_in,M6_temp_occupancy;M5_merge;M4_cut_in,41,"{""M6"": {""lat_end"": -16.72}, ""M5"": {""lon0"": -52.2, ""lon_end"": 24.63}, ""M4"": {""lat0"": 2.54, ""lat_min"": 0.01}}"
tfrecord-00482-of-01000_9.json,42b374bb79066bfe,0.5,M1_lead_slow_stop,M1_lead_slow_stop;M6_temp_occupancy,120,"{""M1"": {""min_spd"": 0.01, ""dspd"": -0.31}, ""M6"": {""lat_end"": -6.64}}"
tfrecord-00329-of-01000_63.json,9b262a92ff71dbfc,6.38,M1_lead_slow_stop,M3_vru_crossing;M1_lead_slow_stop,36,"{""M3"": {""lat_span"": 12.21}, ""M1"": {""min_spd"": 0.35, ""dspd"": 2.06}}"
tfrecord-00146-of-01000_155.json,9ef070afddcd1d77,1.46,M1_lead_slow_stop,M1_lead_slow_stop,16,"{""M1"": {""min_spd"": 0.04, ""dspd"": 1.4}}"
tfrecord-00391-of-01000_487.json,ae001c8997cddbb4,2.23,M6_temp_occupancy,M6_temp_occupancy,109,"{""M6"": {""lat_end"": -3.52}}"
tfrecord-00052-of-01000_454.json,6d546fc960739c3,19.86,M5_merge,M5_merge,15,"{""M5"": {""lon0"": -33.55, ""lon_end"": 117.02}}"
tfrecord-00486-of-01000_290.json,fc8ab390c0e657f,17.94,M2_vehicle_crossing,M4_cut_in;M5_merge;M2_vehicle_crossing,51,"{""M4"": {""lat0"": 3.92, ""lat_min"": 0.45}, ""M5"": {""lon0"": -67.01, ""lon_end"": 82.14}, ""M2"": {""lat_span"": 4.85}}"
tfrecord-00407-of-01000_173.json,516497a18ae8d186,11.07,M0_none,,8,{}
tfrecord-00028-of-01000_260.json,6b6948b5c3ff0515,6.32,M5_merge,M5_merge,31,"{""M5"": {""lon0"": -18.37, ""lon_end"": 36.89}}"
tfrecord-00185-of-01000_374.json,3eea244aa8dc0318,17.04,M4_cut_in,M5_merge;M4_cut_in;M6_temp_occupancy,61,"{""M5"": {""lon0"": -64.28, ""lon_end"": 51.77}, ""M4"": {""lat0"": -3.45, ""lat_min"": 0.43}, ""M6"": {""lat_end"": 4.2}}"
tfrecord-00067-of-01000_185.json,ec5131ca49f6b84a,7.63,M1_lead_slow_stop,M6_temp_occupancy;M2_vehicle_crossing;M4_cut_in;M5_merge;M1_lead_slow_stop,46,"{""M6"": {""lat_end"": -21.59}, ""M2"": {""lat_span"": 5.9}, ""M4"": {""lat0"": 3.33, ""lat_min"": 0.37}, ""M5"": {""lon0"": -56.97, ""lon_end"": 9.96}, ""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00301-of-01000_164.json,74cf7f88f24f7bc3,18.87,M0_none,,16,{}
tfrecord-00002-of-01000_387.json,45fd262269020131,4.51,M1_lead_slow_stop,M1_lead_slow_stop,109,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00001-of-01000_235.json,5547558649a0f3fa,17.56,M4_cut_in,M5_merge;M4_cut_in,19,"{""M5"": {""lon0"": -20.35, ""lon_end"": 111.75}, ""M4"": {""lat0"": -3.48, ""lat_min"": 1.28}}"
tfrecord-00446-of-01000_448.json,87ba3bd3d63f8259,0.0,M2_vehicle_crossing,M4_cut_in;M2_vehicle_crossing;M3_vru_crossing;M6_temp_occupancy,23,"{""M4"": {""lat0"": 13.36, ""lat_min"": 0.73}, ""M2"": {""lat_span"": 38.82}, ""M3"": {""lat_span"": 42.8}, ""M6"": {""lat_end"": 42.35}}"
tfrecord-00247-of-01000_42.json,1d41ad4c6688ef9c,16.67,M5_merge,M6_temp_occupancy;M5_merge,33,"{""M6"": {""lat_end"": -5.67}, ""M5"": {""lon0"": -47.67, ""lon_end"": 83.64}}"
tfrecord-00459-of-01000_194.json,7a94bcb48e5c27e6,4.32,M4_cut_in,M4_cut_in,37,"{""M4"": {""lat0"": 5.22, ""lat_min"": 0.31}}"
tfrecord-00044-of-01000_123.json,492f140bf88fe99b,11.26,M4_cut_in,M6_temp_occupancy;M4_cut_in;M5_merge,26,"{""M6"": {""lat_end"": 12.63}, ""M4"": {""lat0"": -8.6, ""lat_min"": 1.44}, ""M5"": {""lon0"": -5.4, ""lon_end"": 166.46}}"
tfrecord-00403-of-01000_404.json,9dcd4c8b9123e3ed,3.0,M2_vehicle_crossing,M2_vehicle_crossing;M5_merge,43,"{""M2"": {""lat_span"": 14.27}, ""M5"": {""lon0"": -13.41, ""lon_end"": 18.3}}"
tfrecord-00397-of-01000_103.json,5c517f6b1cd8b3d8,0.0,M1_lead_slow_stop,M1_lead_slow_stop,36,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00417-of-01000_37.json,269111f7d760197e,10.81,M0_none,,28,{}
tfrecord-00394-of-01000_455.json,767baaa62b44e999,1.88,M0_none,,26,{}
tfrecord-00427-of-01000_79.json,bcfc99fe0d4137cc,10.65,M6_temp_occupancy,M6_temp_occupancy,49,"{""M6"": {""lat_end"": -10.27}}"
tfrecord-00316-of-01000_384.json,1dbce32c33b909cc,9.8,M1_lead_slow_stop,M1_lead_slow_stop;M6_temp_occupancy,33,"{""M1"": {""min_spd"": 3.44, ""dspd"": 4.08}, ""M6"": {""lat_end"": 16.96}}"
tfrecord-00380-of-01000_236.json,58c6f022c50625b9,8.5,M4_cut_in,M4_cut_in,14,"{""M4"": {""lat0"": 5.24, ""lat_min"": 0.43}}"
tfrecord-00266-of-01000_390.json,3d5a2712c25a8977,4.93,M0_none,,10,{}
tfrecord-00391-of-01000_67.json,e1b3495f5e487bb8,16.1,M5_merge,M5_merge,70,"{""M5"": {""lon0"": -23.92, ""lon_end"": 102.58}}"
tfrecord-00459-of-01000_458.json,c1c2570a02a3cfb8,7.38,M2_vehicle_crossing,M2_vehicle_crossing,89,"{""M2"": {""lat_span"": 18.55}}"
tfrecord-00014-of-01000_257.json,85f327f5bb2489f6,5.36,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in;M5_merge,63,"{""M2"": {""lat_span"": 13.61}, ""M4"": {""lat0"": -13.66, ""lat_min"": 0.06}, ""M5"": {""lon0"": -16.56, ""lon_end"": 31.19}}"
tfrecord-00007-of-01000_291.json,fbbe3c2178ee4237,0.0,M6_temp_occupancy,M6_temp_occupancy,38,"{""M6"": {""lat_end"": -4.28}}"
tfrecord-00447-of-01000_51.json,e62d0fc343061731,4.3,M0_none,,30,{}
tfrecord-00050-of-01000_105.json,ad141cbbe961598e,6.7,M0_none,,141,{}
tfrecord-00160-of-01000_119.json,c00e7774c03b966,0.0,M4_cut_in,M6_temp_occupancy;M4_cut_in,99,"{""M6"": {""lat_end"": -18.32}, ""M4"": {""lat0"": 4.08, ""lat_min"": 0.57}}"
tfrecord-00429-of-01000_30.json,c6c0239710860001,6.34,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in;M5_merge,5,"{""M2"": {""lat_span"": 36.24}, ""M4"": {""lat0"": 35.81, ""lat_min"": 0.05}, ""M5"": {""lon0"": -17.96, ""lon_end"": 24.61}}"
tfrecord-00102-of-01000_91.json,e61070d45efb1f43,14.74,M1_lead_slow_stop,M1_lead_slow_stop;M5_merge;M6_temp_occupancy,29,"{""M1"": {""min_spd"": 7.81, ""dspd"": 3.07}, ""M5"": {""lon0"": -25.26, ""lon_end"": 56.8}, ""M6"": {""lat_end"": 19.86}}"
tfrecord-00411-of-01000_51.json,a9e0afe5291a18a,10.03,M4_cut_in,M4_cut_in;M5_merge,84,"{""M4"": {""lat0"": -3.38, ""lat_min"": 0.09}, ""M5"": {""lon0"": -31.39, ""lon_end"": 9.83}}"
tfrecord-00175-of-01000_85.json,dfa11029ddd75d7f,5.06,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,66,"{""M2"": {""lat_span"": 5.71}, ""M4"": {""lat0"": 5.81, ""lat_min"": 0.1}}"
tfrecord-00380-of-01000_385.json,3a79f8a273e3cf00,0.0,M0_none,,55,{}
tfrecord-00002-of-01000_365.json,23b36e7ae7f47d04,3.38,M5_merge,M5_merge,35,"{""M5"": {""lon0"": -16.2, ""lon_end"": 8.5}}"
tfrecord-00086-of-01000_112.json,c69ae96d90ccfdef,19.44,M5_merge,M6_temp_occupancy;M5_merge,10,"{""M6"": {""lat_end"": 11.66}, ""M5"": {""lon0"": -14.81, ""lon_end"": 113.73}}"
tfrecord-00352-of-01000_103.json,aabed3809cf99d15,9.19,M4_cut_in,M4_cut_in,8,"{""M4"": {""lat0"": 28.51, ""lat_min"": 0.49}}"
tfrecord-00393-of-01000_177.json,9781572c86b37590,0.0,M1_lead_slow_stop,M3_vru_crossing;M4_cut_in;M1_lead_slow_stop,78,"{""M3"": {""lat_span"": 8.08}, ""M4"": {""lat0"": -3.46, ""lat_min"": 1.1}, ""M1"": {""min_spd"": 0.2, ""dspd"": 4.18}}"
tfrecord-00352-of-01000_135.json,c206a41cf7609ff8,7.91,M0_none,,22,{}
tfrecord-00046-of-01000_466.json,35fe1b09163fd696,0.29,M4_cut_in,M5_merge;M4_cut_in,24,"{""M5"": {""lon0"": -18.88, ""lon_end"": 4.28}, ""M4"": {""lat0"": 7.39, ""lat_min"": 0.95}}"
tfrecord-00492-of-01000_542.json,2d39b847e71f2e2e,10.05,M5_merge,M5_merge,58,"{""M5"": {""lon0"": -50.15, ""lon_end"": 39.52}}"
tfrecord-00154-of-01000_204.json,c4b6934731218dce,3.86,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,15,"{""M2"": {""lat_span"": 18.75}, ""M4"": {""lat0"": -11.68, ""lat_min"": 1.01}}"
tfrecord-00348-of-01000_71.json,89ff27989714a883,0.0,M4_cut_in,M4_cut_in;M6_temp_occupancy,108,"{""M4"": {""lat0"": -7.62, ""lat_min"": 0.28}, ""M6"": {""lat_end"": 6.61}}"
tfrecord-00170-of-01000_306.json,8fd9b215599d74ee,0.64,M5_merge,M5_merge,16,"{""M5"": {""lon0"": -7.9, ""lon_end"": 8.0}}"
tfrecord-00428-of-01000_204.json,e8ac27b5fd1771c1,1.78,M4_cut_in,M4_cut_in;M6_temp_occupancy,116,"{""M4"": {""lat0"": 3.75, ""lat_min"": 0.3}, ""M6"": {""lat_end"": -14.14}}"
tfrecord-00225-of-01000_318.json,71faa02ae96b4078,1.5,M1_lead_slow_stop,M4_cut_in;M2_vehicle_crossing;M5_merge;M6_temp_occupancy;M1_lead_slow_stop,232,"{""M4"": {""lat0"": -8.97, ""lat_min"": 0.97}, ""M2"": {""lat_span"": 7.99}, ""M5"": {""lon0"": -3.77, ""lon_end"": 6.04}, ""M6"": {""lat_end"": -8.9}, ""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00185-of-01000_318.json,ca857d5b6ffde715,2.99,M1_lead_slow_stop,M2_vehicle_crossing;M4_cut_in;M1_lead_slow_stop;M6_temp_occupancy,19,"{""M2"": {""lat_span"": 17.65}, ""M4"": {""lat0"": -16.98, ""lat_min"": 0.67}, ""M1"": {""min_spd"": 0.06, ""dspd"": 3.85}, ""M6"": {""lat_end"": -4.71}}"
tfrecord-00378-of-01000_308.json,2962a6a8c2b03bc0,22.79,M2_vehicle_crossing,M2_vehicle_crossing;M5_merge,11,"{""M2"": {""lat_span"": 5.63}, ""M5"": {""lon0"": -42.0, ""lon_end"": 118.69}}"
tfrecord-00181-of-01000_230.json,2c6336f9eb0a9f0b,8.99,M1_lead_slow_stop,M1_lead_slow_stop;M5_merge,13,"{""M1"": {""min_spd"": 0.61, ""dspd"": 5.16}, ""M5"": {""lon0"": -54.04, ""lon_end"": 14.91}}"
tfrecord-00232-of-01000_167.json,fb4a8c407912af85,15.6,M4_cut_in,M4_cut_in,9,"{""M4"": {""lat0"": 3.22, ""lat_min"": 0.32}}"
tfrecord-00451-of-01000_296.json,c7952a1af20860be,2.36,M5_merge,M5_merge,11,"{""M5"": {""lon0"": -29.25, ""lon_end"": 7.1}}"
tfrecord-00017-of-01000_310.json,b9e9dcc18726d9a3,14.81,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in;M5_merge,12,"{""M2"": {""lat_span"": 13.02}, ""M4"": {""lat0"": 9.27, ""lat_min"": 0.05}, ""M5"": {""lon0"": -1.6, ""lon_end"": 70.48}}"
tfrecord-00119-of-01000_451.json,15fa564ff8d6cb7f,3.37,M4_cut_in,M4_cut_in,50,"{""M4"": {""lat0"": -18.19, ""lat_min"": 0.15}}"
tfrecord-00494-of-01000_271.json,b095e67cba9d407a,19.77,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in;M5_merge;M6_temp_occupancy,9,"{""M2"": {""lat_span"": 7.95}, ""M4"": {""lat0"": -2.96, ""lat_min"": 0.01}, ""M5"": {""lon0"": -18.69, ""lon_end"": 123.27}, ""M6"": {""lat_end"": 4.16}}"
tfrecord-00471-of-01000_352.json,e63c92303a8b256,0.0,M4_cut_in,M4_cut_in,27,"{""M4"": {""lat0"": -2.53, ""lat_min"": 1.49}}"
tfrecord-00100-of-01000_4.json,e1ea0b55306e82d4,7.4,M2_vehicle_crossing,M2_vehicle_crossing;M5_merge;M6_temp_occupancy;M4_cut_in,34,"{""M2"": {""lat_span"": 15.64}, ""M5"": {""lon0"": -20.81, ""lon_end"": 106.71}, ""M6"": {""lat_end"": 11.88}, ""M4"": {""lat0"": -2.61, ""lat_min"": 0.07}}"
tfrecord-00056-of-01000_1.json,8069b1d21d72100f,2.44,M1_lead_slow_stop,M1_lead_slow_stop;M6_temp_occupancy,75,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}, ""M6"": {""lat_end"": 16.1}}"
tfrecord-00048-of-01000_154.json,b19d11166545dfe1,16.31,M5_merge,M5_merge,20,"{""M5"": {""lon0"": -2.14, ""lon_end"": 37.46}}"
tfrecord-00147-of-01000_54.json,70fb8ef0f249a39e,12.88,M4_cut_in,M4_cut_in;M5_merge;M6_temp_occupancy,91,"{""M4"": {""lat0"": 3.75, ""lat_min"": 1.13}, ""M5"": {""lon0"": -26.93, ""lon_end"": 37.32}, ""M6"": {""lat_end"": 4.22}}"
tfrecord-00028-of-01000_53.json,b523d14aaf2c9868,9.4,M0_none,,9,{}
tfrecord-00434-of-01000_242.json,eaf89c6fe7a09a73,17.52,M5_merge,M5_merge,9,"{""M5"": {""lon0"": -30.57, ""lon_end"": 105.53}}"
tfrecord-00491-of-01000_296.json,f2068fbf3da7f264,3.63,M0_none,,124,{}
tfrecord-00263-of-01000_134.json,f7f1c70ed703282c,0.29,M1_lead_slow_stop,M3_vru_crossing;M4_cut_in;M2_vehicle_crossing;M6_temp_occupancy;M1_lead_slow_stop,89,"{""M3"": {""lat_span"": 34.01}, ""M4"": {""lat0"": -13.24, ""lat_min"": 0.39}, ""M2"": {""lat_span"": 21.42}, ""M6"": {""lat_end"": 19.57}, ""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00318-of-01000_268.json,b9a413f571e25e5f,20.11,M5_merge,M5_merge,26,"{""M5"": {""lon0"": -53.52, ""lon_end"": 86.06}}"
tfrecord-00182-of-01000_56.json,4b7ab8d9733a6f18,7.28,M4_cut_in,M4_cut_in,53,"{""M4"": {""lat0"": 12.96, ""lat_min"": 1.36}}"
tfrecord-00455-of-01000_191.json,d37357af1d818069,1.63,M1_lead_slow_stop,M2_vehicle_crossing;M1_lead_slow_stop,33,"{""M2"": {""lat_span"": 19.5}, ""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00045-of-01000_172.json,31e24ad2e61f434d,5.41,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in;M5_merge;M6_temp_occupancy,24,"{""M2"": {""lat_span"": 24.22}, ""M4"": {""lat0"": -4.23, ""lat_min"": 0.03}, ""M5"": {""lon0"": -19.02, ""lon_end"": 10.63}, ""M6"": {""lat_end"": -35.14}}"
tfrecord-00220-of-01000_422.json,2b0941ad4d3ab90c,19.23,M5_merge,M6_temp_occupancy;M5_merge,10,"{""M6"": {""lat_end"": -3.12}, ""M5"": {""lon0"": -26.6, ""lon_end"": 128.26}}"
tfrecord-00194-of-01000_97.json,b5b8d4b6b43f8c0,10.73,M5_merge,M5_merge,35,"{""M5"": {""lon0"": -47.8, ""lon_end"": 52.37}}"
tfrecord-00489-of-01000_470.json,54b9e6f862974595,0.0,M1_lead_slow_stop,M1_lead_slow_stop,79,"{""M1"": {""min_spd"": 0.68, ""dspd"": 2.23}}"
tfrecord-00124-of-01000_454.json,5562ec98f03d2d89,4.98,M1_lead_slow_stop,M1_lead_slow_stop;M5_merge;M4_cut_in,87,"{""M1"": {""min_spd"": 0.03, ""dspd"": 3.19}, ""M5"": {""lon0"": -44.4, ""lon_end"": 4.6}, ""M4"": {""lat0"": 6.46, ""lat_min"": 0.27}}"
tfrecord-00159-of-01000_134.json,1a46187de08508e,1.72,M0_none,,104,{}
tfrecord-00274-of-01000_386.json,3d448d22404be923,15.88,M1_lead_slow_stop,M6_temp_occupancy;M5_merge;M1_lead_slow_stop,30,"{""M6"": {""lat_end"": 13.82}, ""M5"": {""lon0"": -54.72, ""lon_end"": 58.16}, ""M1"": {""min_spd"": 7.21, ""dspd"": 7.4}}"
tfrecord-00202-of-01000_296.json,bcf3cb010ae9b88e,14.36,M4_cut_in,M6_temp_occupancy;M4_cut_in;M5_merge,27,"{""M6"": {""lat_end"": 19.94}, ""M4"": {""lat0"": -3.7, ""lat_min"": 0.02}, ""M5"": {""lon0"": -32.13, ""lon_end"": 86.88}}"
tfrecord-00131-of-01000_350.json,489768e70748ad59,9.06,M4_cut_in,M4_cut_in,15,"{""M4"": {""lat0"": 9.92, ""lat_min"": 0.13}}"
tfrecord-00486-of-01000_309.json,165ea33c4f2e3a52,4.48,M3_vru_crossing,M3_vru_crossing;M4_cut_in;M6_temp_occupancy;M5_merge,85,"{""M3"": {""lat_span"": 8.03}, ""M4"": {""lat0"": 8.51, ""lat_min"": 0.48}, ""M6"": {""lat_end"": 9.1}, ""M5"": {""lon0"": -14.14, ""lon_end"": 18.71}}"
tfrecord-00497-of-01000_352.json,704efacbaebd1dd6,0.05,M2_vehicle_crossing,M2_vehicle_crossing;M3_vru_crossing;M5_merge,66,"{""M2"": {""lat_span"": 5.97}, ""M3"": {""lat_span"": 8.0}, ""M5"": {""lon0"": -2.68, ""lon_end"": 3.37}}"
tfrecord-00218-of-01000_401.json,4014fa14174d7920,3.01,M4_cut_in,M4_cut_in,62,"{""M4"": {""lat0"": -17.67, ""lat_min"": 0.95}}"
tfrecord-00370-of-01000_483.json,59931de7291dc32c,5.39,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,15,"{""M2"": {""lat_span"": 27.9}, ""M4"": {""lat0"": -8.42, ""lat_min"": 0.17}}"
tfrecord-00487-of-01000_100.json,51b5a53d4efd2971,6.58,M4_cut_in,M4_cut_in,5,"{""M4"": {""lat0"": 8.98, ""lat_min"": 0.29}}"
tfrecord-00363-of-01000_311.json,5f0a76e7bec1d367,7.23,M4_cut_in,M4_cut_in,29,"{""M4"": {""lat0"": -8.52, ""lat_min"": 0.63}}"
tfrecord-00180-of-01000_422.json,2a53ab4031dc1415,3.27,M1_lead_slow_stop,M6_temp_occupancy;M1_lead_slow_stop,48,"{""M6"": {""lat_end"": -4.65}, ""M1"": {""min_spd"": 1.12, ""dspd"": 3.06}}"
tfrecord-00006-of-01000_339.json,ffbfb5b9959cdd85,10.65,M1_lead_slow_stop,M1_lead_slow_stop;M5_merge,42,"{""M1"": {""min_spd"": 0.07, ""dspd"": 1.28}, ""M5"": {""lon0"": -40.45, ""lon_end"": 5.33}}"
tfrecord-00404-of-01000_486.json,4bcb592fd34febff,15.64,M4_cut_in,M4_cut_in,17,"{""M4"": {""lat0"": -15.08, ""lat_min"": 0.1}}"
tfrecord-00150-of-01000_94.json,c87824f83d379c75,1.58,M2_vehicle_crossing,M2_vehicle_crossing;M5_merge,23,"{""M2"": {""lat_span"": 11.02}, ""M5"": {""lon0"": -8.16, ""lon_end"": 13.12}}"
tfrecord-00270-of-01000_12.json,8089b8b90d119ef1,2.0,M3_vru_crossing,M6_temp_occupancy;M3_vru_crossing,25,"{""M6"": {""lat_end"": 63.54}, ""M3"": {""lat_span"": 5.89}}"
tfrecord-00157-of-01000_72.json,9ffa9e4610bd86a2,13.5,M4_cut_in,M4_cut_in;M5_merge,13,"{""M4"": {""lat0"": 7.38, ""lat_min"": 0.44}, ""M5"": {""lon0"": -22.41, ""lon_end"": 101.3}}"
tfrecord-00152-of-01000_329.json,8e008b1aa90f228,1.63,M0_none,,9,{}
tfrecord-00049-of-01000_505.json,7a427ea982ed2439,0.02,M0_none,,13,{}
tfrecord-00315-of-01000_283.json,655c4a804ab717bc,17.66,M5_merge,M5_merge,38,"{""M5"": {""lon0"": -27.02, ""lon_end"": 75.26}}"
tfrecord-00189-of-01000_419.json,f7406c25c5367c8b,0.55,M1_lead_slow_stop,M1_lead_slow_stop,46,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00247-of-01000_287.json,54943d6719b1b8e5,16.28,M5_merge,M5_merge,48,"{""M5"": {""lon0"": -77.6, ""lon_end"": 69.36}}"
tfrecord-00210-of-01000_374.json,6461ea4b7766d37d,13.97,M0_none,,23,{}
tfrecord-00068-of-01000_365.json,76573c0ae77c7f2a,0.0,M1_lead_slow_stop,M6_temp_occupancy;M1_lead_slow_stop,31,"{""M6"": {""lat_end"": -3.48}, ""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00045-of-01000_307.json,3f84936278bbd40f,2.58,M1_lead_slow_stop,M2_vehicle_crossing;M4_cut_in;M5_merge;M1_lead_slow_stop,61,"{""M2"": {""lat_span"": 19.43}, ""M4"": {""lat0"": 3.42, ""lat_min"": 0.0}, ""M5"": {""lon0"": -8.56, ""lon_end"": 17.85}, ""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00000-of-01000_108.json,afc4981f28c9ed9d,19.2,M4_cut_in,M4_cut_in;M5_merge,33,"{""M4"": {""lat0"": 2.91, ""lat_min"": 0.41}, ""M5"": {""lon0"": -53.65, ""lon_end"": 93.02}}"
tfrecord-00449-of-01000_18.json,ff2ee1618b72509c,17.41,M4_cut_in,M4_cut_in;M5_merge,30,"{""M4"": {""lat0"": 3.15, ""lat_min"": 0.76}, ""M5"": {""lon0"": -64.1, ""lon_end"": 74.71}}"
tfrecord-00415-of-01000_18.json,f76df92895066946,7.42,M1_lead_slow_stop,M1_lead_slow_stop;M5_merge;M4_cut_in,23,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}, ""M5"": {""lon0"": -32.59, ""lon_end"": 20.48}, ""M4"": {""lat0"": 17.97, ""lat_min"": 0.73}}"
tfrecord-00323-of-01000_464.json,85ab91292d91aac1,0.0,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,24,"{""M2"": {""lat_span"": 85.97}, ""M4"": {""lat0"": 56.03, ""lat_min"": 0.68}}"
tfrecord-00055-of-01000_80.json,667b948f501691e0,1.14,M2_vehicle_crossing,M2_vehicle_crossing,7,"{""M2"": {""lat_span"": 89.07}}"
tfrecord-00234-of-01000_82.json,cb4643cda6dfed93,0.63,M5_merge,M5_merge,78,"{""M5"": {""lon0"": -8.29, ""lon_end"": 9.51}}"
