scenario,town,route,raw_route,usable_by_results,frames,approx_train_samples
DynamicObjectCrossing,Town12,Town12_Rep0_1814_0_route0_07_25_03_50_08,1,1,69,53
DynamicObjectCrossing,Town12,Town12_Rep0_1867_0_route0_07_24_14_03_13,1,1,102,86
DynamicObjectCrossing,Town12,Town12_Rep0_2077_0_route0_07_25_04_31_28,1,1,72,56
DynamicObjectCrossing,Town12,Town12_Rep0_2120_0_route0_07_25_09_13_17,1,1,223,207
DynamicObjectCrossing,Town12,Town12_Rep0_2305_0_route0_07_24_13_35_34,1,1,151,135
DynamicObjectCrossing,Town12,Town12_Rep0_2309_0_route0_07_24_19_59_05,1,1,69,53
DynamicObjectCrossing,Town12,Town12_Rep0_2327_0_route0_07_25_04_14_13,1,1,210,194
DynamicObjectCrossing,Town12,Town12_Rep0_2410_0_route0_07_25_03_59_49,1,1,70,54
DynamicObjectCrossing,Town12,Town12_Rep0_2433_0_route0_07_25_08_29_17,1,1,138,122
DynamicObjectCrossing,Town12,Town12_Rep0_2562_0_route0_07_25_01_04_39,1,1,206,190
DynamicObjectCrossing,Town12,Town12_Rep0_256_0_route0_07_24_19_14_59,1,1,91,75
DynamicObjectCrossing,Town12,Town12_Rep0_260_0_route0_07_24_14_15_21,1,1,72,56
DynamicObjectCrossing,Town12,Town12_Rep0_2651_0_route0_07_25_09_34_27,1,1,77,61
DynamicObjectCrossing,Town12,Town12_Rep0_2675_0_route0_07_25_06_58_58,1,1,170,154
DynamicObjectCrossing,Town12,Town12_Rep0_2732_0_route0_07_25_03_14_39,1,1,140,124
DynamicObjectCrossing,Town12,Town12_Rep0_276_0_route0_07_25_09_21_54,1,1,127,111
DynamicObjectCrossing,Town12,Town12_Rep0_2911_0_route0_07_25_00_19_35,1,1,67,51
DynamicObjectCrossing,Town12,Town12_Rep0_2994_0_route0_07_25_09_06_17,1,1,88,72
DynamicObjectCrossing,Town12,Town12_Rep0_3060_0_route0_07_25_10_50_03,1,1,61,45
DynamicObjectCrossing,Town12,Town12_Rep0_3130_0_route0_07_25_05_42_06,1,1,69,53
DynamicObjectCrossing,Town12,Town12_Rep0_3201_0_route0_07_25_08_12_31,1,1,219,203
DynamicObjectCrossing,Town12,Town12_Rep0_3334_0_route0_07_25_08_39_07,1,1,319,303
DynamicObjectCrossing,Town12,Town12_Rep0_3380_0_route0_07_25_06_53_24,1,1,124,108
DynamicObjectCrossing,Town12,Town12_Rep0_3404_0_route0_07_25_10_10_50,1,1,62,46
DynamicObjectCrossing,Town12,Town12_Rep0_3428_0_route0_07_25_00_43_52,1,1,72,56
DynamicObjectCrossing,Town12,Town12_Rep0_3440_0_route0_07_24_23_47_47,1,1,94,78
DynamicObjectCrossing,Town12,Town12_Rep0_3586_0_route0_07_25_02_03_44,1,1,153,137
DynamicObjectCrossing,Town12,Town12_Rep0_3822_0_route0_07_24_19_16_11,1,1,92,76
DynamicObjectCrossing,Town12,Town12_Rep0_3850_0_route0_07_24_16_45_18,1,1,444,428
DynamicObjectCrossing,Town12,Town12_Rep0_3900_0_route0_07_25_01_49_38,1,1,65,49
DynamicObjectCrossing,Town12,Town12_Rep0_4346_0_route0_07_24_18_59_04,1,1,149,133
DynamicObjectCrossing,Town12,Town12_Rep0_4393_0_route0_07_25_09_14_46,1,1,98,82
DynamicObjectCrossing,Town12,Town12_Rep0_4452_0_route0_07_24_19_34_07,1,1,61,45
DynamicObjectCrossing,Town12,Town12_Rep0_4581_0_route0_07_25_09_27_40,1,1,68,52
DynamicObjectCrossing,Town12,Town12_Rep0_519_0_route0_07_25_06_30_16,1,1,157,141
DynamicObjectCrossing,Town12,Town12_Rep0_685_0_route0_07_24_20_40_33,1,1,145,129
DynamicObjectCrossing,Town12,Town12_Rep0_6_0_route0_07_25_05_22_29,1,1,191,175
DynamicObjectCrossing,Town12,Town12_Rep0_763_0_route0_07_25_01_28_36,1,1,208,192
DynamicObjectCrossing,Town12,Town12_Rep0_771_0_route0_07_24_19_49_30,1,1,217,201
DynamicObjectCrossing,Town12,Town12_Rep0_781_0_route0_07_25_09_24_20,1,1,65,49
DynamicObjectCrossing,Town12,Town12_Rep0_818_0_route0_07_24_23_46_08,1,1,440,424
DynamicObjectCrossing,Town12,Town12_Rep0_826_0_route0_07_25_03_54_11,1,1,265,249
DynamicObjectCrossing,Town12,Town12_Rep0_831_0_route0_07_24_13_51_54,1,1,83,67
DynamicObjectCrossing,Town12,Town12_Rep0_85_0_route0_07_24_13_56_43,1,1,91,75
DynamicObjectCrossing,Town12,Town12_Rep0_872_0_route0_07_25_07_24_03,1,1,72,56
DynamicObjectCrossing,Town12,Town12_Rep0_980_0_route0_07_24_22_26_22,1,1,75,59
DynamicObjectCrossing,Town13,Town13_Rep0_1126_0_route0_07_25_06_43_21,1,1,79,63
DynamicObjectCrossing,Town13,Town13_Rep0_1130_0_route0_07_25_02_15_05,1,1,63,47
DynamicObjectCrossing,Town13,Town13_Rep0_1137_0_route0_07_25_02_54_55,1,1,103,87
DynamicObjectCrossing,Town13,Town13_Rep0_1145_0_route0_07_25_06_25_14,1,1,95,79
DynamicObjectCrossing,Town13,Town13_Rep0_1155_0_route0_07_25_05_54_50,1,1,72,56
DynamicObjectCrossing,Town13,Town13_Rep0_1162_0_route0_07_24_14_24_11,1,1,73,57
DynamicObjectCrossing,Town13,Town13_Rep0_1184_0_route0_07_24_16_52_00,1,1,89,73
DynamicObjectCrossing,Town13,Town13_Rep0_1188_0_route0_07_25_03_22_33,1,1,84,68
DynamicObjectCrossing,Town13,Town13_Rep0_1207_0_route0_07_25_04_56_43,1,1,108,92
DynamicObjectCrossing,Town13,Town13_Rep0_1209_0_route0_07_24_20_47_50,1,1,57,41
DynamicObjectCrossing,Town13,Town13_Rep0_1218_0_route0_07_24_14_30_20,1,1,84,68
DynamicObjectCrossing,Town13,Town13_Rep0_1238_0_route0_07_24_23_21_20,1,1,97,81
DynamicObjectCrossing,Town13,Town13_Rep0_1317_0_route0_07_24_13_54_07,1,1,135,119
DynamicObjectCrossing,Town13,Town13_Rep0_1319_0_route0_07_25_08_12_34,1,1,96,80
DynamicObjectCrossing,Town13,Town13_Rep0_1355_0_route0_07_25_04_55_51,1,1,208,192
DynamicObjectCrossing,Town13,Town13_Rep0_1409_0_route0_07_24_23_28_12,1,1,186,170
DynamicObjectCrossing,Town13,Town13_Rep0_1417_0_route0_07_25_04_27_11,1,1,105,89
DynamicObjectCrossing,Town13,Town13_Rep0_1419_0_route0_07_25_08_18_10,1,1,134,118
DynamicObjectCrossing,Town13,Town13_Rep0_1424_0_route0_07_24_19_13_43,1,1,197,181
DynamicObjectCrossing,Town13,Town13_Rep0_1426_0_route0_07_25_01_04_45,1,1,111,95
DynamicObjectCrossing,Town13,Town13_Rep0_1428_0_route0_07_24_15_41_50,1,1,257,241
DynamicObjectCrossing,Town13,Town13_Rep0_1479_0_route0_07_24_23_23_50,1,1,849,833
DynamicObjectCrossing,Town13,Town13_Rep0_1501_0_route0_07_25_06_06_04,1,1,80,64
DynamicObjectCrossing,Town13,Town13_Rep0_1505_0_route0_07_25_03_29_52,1,1,178,162
DynamicObjectCrossing,Town13,Town13_Rep0_1510_0_route0_07_25_04_01_44,1,1,150,134
DynamicObjectCrossing,Town13,Town13_Rep0_1516_0_route0_07_25_08_41_17,1,1,187,171
DynamicObjectCrossing,Town13,Town13_Rep0_1518_0_route0_07_25_08_23_53,1,1,115,99
DynamicObjectCrossing,Town13,Town13_Rep0_1527_0_route0_07_25_03_27_07,1,1,198,182
DynamicObjectCrossing,Town13,Town13_Rep0_1533_0_route0_07_25_00_49_37,1,1,91,75
DynamicObjectCrossing,Town13,Town13_Rep0_1535_0_route0_07_25_07_35_34,1,1,117,101
DynamicObjectCrossing,Town13,Town13_Rep0_1558_0_route0_07_24_23_39_24,1,1,195,179
DynamicObjectCrossing,Town13,Town13_Rep0_1563_0_route0_07_24_14_25_39,1,1,254,238
DynamicObjectCrossing,Town13,Town13_Rep0_1570_0_route0_07_25_02_41_06,1,1,150,134
DynamicObjectCrossing,Town13,Town13_Rep0_1579_0_route0_07_25_04_37_43,1,1,169,153
DynamicObjectCrossing,Town13,Town13_Rep0_1595_0_route0_07_25_04_06_26,1,1,125,109
DynamicObjectCrossing,Town13,Town13_Rep0_1601_0_route0_07_25_01_05_30,1,1,80,64
DynamicObjectCrossing,Town13,Town13_Rep0_1603_0_route0_07_25_07_28_25,1,1,149,133
DynamicObjectCrossing,Town13,Town13_Rep0_1639_0_route0_07_24_20_30_35,1,1,212,196
DynamicObjectCrossing,Town13,Town13_Rep0_1651_0_route0_07_25_03_30_12,1,1,112,96
DynamicObjectCrossing,Town13,Town13_Rep0_1679_0_route0_07_24_17_31_50,1,1,150,134
DynamicObjectCrossing,Town13,Town13_Rep0_1725_0_route0_07_24_19_50_37,1,1,215,199
DynamicObjectCrossing,Town13,Town13_Rep0_1729_0_route0_07_25_08_24_15,1,1,86,70
DynamicObjectCrossing,Town13,Town13_Rep0_1731_0_route0_07_25_04_11_54,1,1,152,136
DynamicObjectCrossing,Town13,Town13_Rep0_1742_0_route0_07_24_18_57_07,1,1,231,215
DynamicObjectCrossing,Town13,Town13_Rep0_1747_0_route0_07_25_04_46_17,1,1,141,125
DynamicObjectCrossing,Town13,Town13_Rep0_1750_0_route0_07_25_05_10_02,1,1,97,81
DynamicObjectCrossing,Town13,Town13_Rep0_1752_0_route0_07_25_04_34_55,1,1,125,109
DynamicObjectCrossing,Town13,Town13_Rep0_1758_0_route0_07_24_22_26_28,1,1,194,178
DynamicObjectCrossing,Town13,Town13_Rep0_40_0_route0_07_24_17_09_23,1,1,131,115
EnterActorFlow,Town12,Town12_Rep0_1388_0_route0_07_25_00_47_14,1,1,70,54
EnterActorFlow,Town12,Town12_Rep0_1388_1_route0_07_25_01_05_49,1,1,63,47
EnterActorFlow,Town12,Town12_Rep0_1388_2_route0_07_24_21_17_42,1,1,66,50
EnterActorFlow,Town12,Town12_Rep0_1388_3_route0_07_25_00_22_26,1,1,66,50
EnterActorFlow,Town12,Town12_Rep0_1388_4_route0_07_24_20_41_32,1,1,64,48
EnterActorFlow,Town12,Town12_Rep0_1388_5_route0_07_24_17_03_15,1,1,68,52
EnterActorFlow,Town12,Town12_Rep0_2584_0_route0_07_25_01_36_57,1,0,82,0
EnterActorFlow,Town12,Town12_Rep0_2584_1_route0_07_25_06_47_39,1,1,75,59
EnterActorFlow,Town12,Town12_Rep0_2584_2_route0_07_25_00_48_02,1,1,76,60
EnterActorFlow,Town12,Town12_Rep0_2584_3_route0_07_24_14_08_34,1,1,73,57
EnterActorFlow,Town12,Town12_Rep0_2584_4_route0_07_25_04_25_43,1,1,76,60
EnterActorFlow,Town12,Town12_Rep0_2843_0_route0_07_25_09_25_25,1,1,78,62
EnterActorFlow,Town12,Town12_Rep0_2843_1_route0_07_25_07_24_48,1,1,80,64
EnterActorFlow,Town12,Town12_Rep0_2843_2_route0_07_24_15_25_32,1,1,86,70
EnterActorFlow,Town12,Town12_Rep0_2843_3_route0_07_24_23_25_29,1,1,81,65
EnterActorFlow,Town12,Town12_Rep0_2843_4_route0_07_24_15_04_24,1,1,81,65
EnterActorFlow,Town12,Town12_Rep0_2843_5_route0_07_25_00_52_45,1,0,545,0
EnterActorFlow,Town12,Town12_Rep0_4078_0_route0_07_24_20_23_29,1,1,116,100
EnterActorFlow,Town12,Town12_Rep0_4078_1_route0_07_24_15_20_51,1,0,729,0
EnterActorFlow,Town12,Town12_Rep0_4078_2_route0_07_25_07_13_54,1,0,260,0
EnterActorFlow,Town12,Town12_Rep0_4078_3_route0_07_25_03_05_16,1,0,728,0
EnterActorFlow,Town12,Town12_Rep0_4078_4_route0_07_24_14_37_58,1,1,112,96
EnterActorFlow,Town12,Town12_Rep0_4097_0_route0_07_24_19_35_09,1,1,70,54
EnterActorFlow,Town12,Town12_Rep0_4097_1_route0_07_24_16_04_27,1,1,68,52
EnterActorFlow,Town12,Town12_Rep0_4097_2_route0_07_25_03_36_22,1,0,651,0
EnterActorFlow,Town12,Town12_Rep0_4097_3_route0_07_25_07_50_05,1,0,70,0
EnterActorFlow,Town12,Town12_Rep0_4097_4_route0_07_24_22_26_34,1,1,69,53
EnterActorFlow,Town12,Town12_Rep0_4097_5_route0_07_24_13_47_08,1,1,73,57
EnterActorFlow,Town12,Town12_Rep0_4114_0_route0_07_25_03_50_05,1,0,78,0
EnterActorFlow,Town12,Town12_Rep0_4114_1_route0_07_25_05_16_38,1,1,70,54
EnterActorFlow,Town12,Town12_Rep0_4114_2_route0_07_25_06_50_16,1,1,82,66
EnterActorFlow,Town12,Town12_Rep0_4114_3_route0_07_25_08_30_57,1,1,92,76
EnterActorFlow,Town12,Town12_Rep0_4114_4_route0_07_25_06_02_51,1,1,75,59
EnterActorFlow,Town12,Town12_Rep0_4138_0_route0_07_24_19_52_02,1,1,74,58
EnterActorFlow,Town12,Town12_Rep0_4138_1_route0_07_25_03_27_10,1,1,78,62
EnterActorFlow,Town12,Town12_Rep0_4138_2_route0_07_25_07_43_27,1,1,77,61
EnterActorFlow,Town12,Town12_Rep0_4138_3_route0_07_25_03_43_08,1,1,71,55
EnterActorFlow,Town12,Town12_Rep0_4138_4_route0_07_25_05_15_09,1,0,78,0
EnterActorFlow,Town12,Town12_Rep0_4138_5_route0_07_25_05_21_58,1,1,73,57
EnterActorFlow,Town12,Town12_Rep0_4378_0_route0_07_25_06_33_13,1,1,61,45
EnterActorFlow,Town12,Town12_Rep0_4378_1_route0_07_25_10_23_58,1,1,65,49
EnterActorFlow,Town12,Town12_Rep0_4378_2_route0_07_24_19_21_13,1,1,67,51
EnterActorFlow,Town12,Town12_Rep0_4378_3_route0_07_24_16_29_11,1,1,74,58
EnterActorFlow,Town12,Town12_Rep0_4378_4_route0_07_25_01_02_40,1,1,63,47
EnterActorFlow,Town12,Town12_Rep0_961_0_route0_07_24_14_51_54,1,0,657,0
EnterActorFlow,Town12,Town12_Rep0_961_1_route0_07_24_19_06_27,1,1,73,57
EnterActorFlow,Town12,Town12_Rep0_961_2_route0_07_24_19_09_47,1,1,71,55
EnterActorFlow,Town12,Town12_Rep0_961_3_route0_07_25_07_09_45,1,1,71,55
EnterActorFlow,Town12,Town12_Rep0_961_4_route0_07_25_06_08_05,1,0,106,0
EnterActorFlow,Town12,Town12_Rep0_961_5_route0_07_25_07_50_44,1,1,75,59
EnterActorFlow,Town13,Town13_Rep0_1250_0_route0_07_25_03_51_48,1,1,146,130
EnterActorFlow,Town13,Town13_Rep0_1250_10_route0_07_24_16_48_09,1,1,155,139
EnterActorFlow,Town13,Town13_Rep0_1250_11_route0_07_25_02_58_21,1,1,155,139
EnterActorFlow,Town13,Town13_Rep0_1250_12_route0_07_24_16_57_59,1,1,148,132
EnterActorFlow,Town13,Town13_Rep0_1250_1_route0_07_24_23_15_11,1,1,166,150
EnterActorFlow,Town13,Town13_Rep0_1250_2_route0_07_25_09_34_48,1,1,166,150
EnterActorFlow,Town13,Town13_Rep0_1250_3_route0_07_25_10_27_15,1,1,158,142
EnterActorFlow,Town13,Town13_Rep0_1250_4_route0_07_25_06_26_49,1,1,158,142
EnterActorFlow,Town13,Town13_Rep0_1250_5_route0_07_24_14_31_09,1,1,155,139
EnterActorFlow,Town13,Town13_Rep0_1250_6_route0_07_25_03_08_11,1,1,148,132
EnterActorFlow,Town13,Town13_Rep0_1250_7_route0_07_25_10_08_53,1,1,156,140
EnterActorFlow,Town13,Town13_Rep0_1250_8_route0_07_25_08_28_38,1,1,175,159
EnterActorFlow,Town13,Town13_Rep0_1250_9_route0_07_24_16_10_18,1,1,169,153
EnterActorFlow,Town13,Town13_Rep0_1382_0_route0_07_25_08_10_58,1,1,94,78
EnterActorFlow,Town13,Town13_Rep0_1382_10_route0_07_25_10_15_59,1,1,96,80
EnterActorFlow,Town13,Town13_Rep0_1382_11_route0_07_25_01_29_53,1,1,95,79
EnterActorFlow,Town13,Town13_Rep0_1382_12_route0_07_25_10_34_51,1,1,96,80
EnterActorFlow,Town13,Town13_Rep0_1382_1_route0_07_24_12_48_04,1,1,96,80
EnterActorFlow,Town13,Town13_Rep0_1382_2_route0_07_25_02_23_55,1,1,92,76
EnterActorFlow,Town13,Town13_Rep0_1382_3_route0_07_25_04_54_30,1,1,96,80
EnterActorFlow,Town13,Town13_Rep0_1382_4_route0_07_24_16_18_40,1,1,96,80
EnterActorFlow,Town13,Town13_Rep0_1382_5_route0_07_25_05_54_57,1,1,96,80
EnterActorFlow,Town13,Town13_Rep0_1382_6_route0_07_25_07_10_08,1,1,93,77
EnterActorFlow,Town13,Town13_Rep0_1382_7_route0_07_24_20_27_13,1,1,93,77
EnterActorFlow,Town13,Town13_Rep0_1382_8_route0_07_24_23_09_00,1,1,95,79
EnterActorFlow,Town13,Town13_Rep0_1382_9_route0_07_25_09_31_46,1,0,346,0
EnterActorFlow,Town13,Town13_Rep0_1623_0_route0_07_25_06_18_01,1,0,635,0
EnterActorFlow,Town13,Town13_Rep0_1623_10_route0_07_25_07_59_26,1,1,87,71
EnterActorFlow,Town13,Town13_Rep0_1623_11_route0_07_24_14_23_02,1,1,85,69
EnterActorFlow,Town13,Town13_Rep0_1623_1_route0_07_24_13_48_53,1,1,89,73
EnterActorFlow,Town13,Town13_Rep0_1623_2_route0_07_24_12_52_16,1,1,83,67
EnterActorFlow,Town13,Town13_Rep0_1623_3_route0_07_24_23_01_56,1,1,82,66
EnterActorFlow,Town13,Town13_Rep0_1623_4_route0_07_25_04_31_03,1,0,94,0
EnterActorFlow,Town13,Town13_Rep0_1623_5_route0_07_24_18_54_24,1,1,82,66
EnterActorFlow,Town13,Town13_Rep0_1623_6_route0_07_24_16_42_46,1,1,82,66
EnterActorFlow,Town13,Town13_Rep0_1623_7_route0_07_25_09_19_23,1,1,86,70
EnterActorFlow,Town13,Town13_Rep0_1623_8_route0_07_24_14_48_39,1,1,88,72
EnterActorFlow,Town13,Town13_Rep0_1623_9_route0_07_25_04_40_44,1,0,93,0
EnterActorFlow,Town13,Town13_Rep0_1661_0_route0_07_25_09_53_41,1,1,74,58
EnterActorFlow,Town13,Town13_Rep0_1661_10_route0_07_25_01_16_43,1,1,73,57
EnterActorFlow,Town13,Town13_Rep0_1661_11_route0_07_24_14_29_31,1,1,71,55
EnterActorFlow,Town13,Town13_Rep0_1661_1_route0_07_24_20_27_11,1,1,73,57
EnterActorFlow,Town13,Town13_Rep0_1661_2_route0_07_24_13_52_00,1,1,73,57
EnterActorFlow,Town13,Town13_Rep0_1661_3_route0_07_24_15_02_32,1,1,77,61
EnterActorFlow,Town13,Town13_Rep0_1661_4_route0_07_24_23_44_33,1,1,72,56
EnterActorFlow,Town13,Town13_Rep0_1661_5_route0_07_24_14_40_32,1,1,74,58
EnterActorFlow,Town13,Town13_Rep0_1661_6_route0_07_25_10_40_10,1,1,71,55
EnterActorFlow,Town13,Town13_Rep0_1661_7_route0_07_24_14_08_55,1,1,77,61
EnterActorFlow,Town13,Town13_Rep0_1661_8_route0_07_24_16_12_44,1,1,74,58
EnterActorFlow,Town13,Town13_Rep0_1661_9_route0_07_25_10_33_42,1,0,11,0
EnterActorFlow,Town13,Town13_Rep0_1661_9_route0_07_25_12_33_50,1,1,73,57
EnterActorFlowV2,Town12,Town12_Rep0_2448_0_route0_07_25_04_57_37,1,1,118,102
EnterActorFlowV2,Town12,Town12_Rep0_2448_10_route0_07_25_05_35_14,1,1,123,107
EnterActorFlowV2,Town12,Town12_Rep0_2448_11_route0_07_25_09_43_26,1,1,119,103
EnterActorFlowV2,Town12,Town12_Rep0_2448_12_route0_07_25_01_31_48,1,1,124,108
EnterActorFlowV2,Town12,Town12_Rep0_2448_13_route0_07_24_23_59_06,1,1,118,102
EnterActorFlowV2,Town12,Town12_Rep0_2448_14_route0_07_25_02_46_18,1,0,495,0
EnterActorFlowV2,Town12,Town12_Rep0_2448_15_route0_07_24_15_34_39,1,1,117,101
EnterActorFlowV2,Town12,Town12_Rep0_2448_16_route0_07_25_02_52_10,1,1,118,102
EnterActorFlowV2,Town12,Town12_Rep0_2448_1_route0_07_24_21_16_22,1,1,124,108
EnterActorFlowV2,Town12,Town12_Rep0_2448_2_route0_07_25_02_58_16,1,1,120,104
EnterActorFlowV2,Town12,Town12_Rep0_2448_3_route0_07_25_05_48_17,1,0,120,0
EnterActorFlowV2,Town12,Town12_Rep0_2448_4_route0_07_25_00_10_04,1,0,135,0
EnterActorFlowV2,Town12,Town12_Rep0_2448_5_route0_07_24_19_41_42,1,1,119,103
EnterActorFlowV2,Town12,Town12_Rep0_2448_6_route0_07_25_07_19_28,1,0,136,0
EnterActorFlowV2,Town12,Town12_Rep0_2448_7_route0_07_24_13_32_23,1,1,125,109
EnterActorFlowV2,Town12,Town12_Rep0_2448_8_route0_07_25_07_11_43,1,0,120,0
EnterActorFlowV2,Town12,Town12_Rep0_2448_9_route0_07_25_08_28_18,1,1,120,104
EnterActorFlowV2,Town12,Town12_Rep0_2509_0_route0_07_24_14_04_33,1,0,114,0
EnterActorFlowV2,Town12,Town12_Rep0_2509_10_route0_07_25_03_49_32,1,0,104,0
EnterActorFlowV2,Town12,Town12_Rep0_2509_11_route0_07_25_04_52_44,1,0,115,0
EnterActorFlowV2,Town12,Town12_Rep0_2509_12_route0_07_25_07_51_42,1,0,491,0
EnterActorFlowV2,Town12,Town12_Rep0_2509_13_route0_07_24_23_03_59,1,1,108,92
EnterActorFlowV2,Town12,Town12_Rep0_2509_14_route0_07_24_16_01_58,1,0,107,0
EnterActorFlowV2,Town12,Town12_Rep0_2509_15_route0_07_24_18_40_02,1,0,104,0
EnterActorFlowV2,Town12,Town12_Rep0_2509_1_route0_07_24_16_24_21,1,0,107,0
EnterActorFlowV2,Town12,Town12_Rep0_2509_2_route0_07_24_14_00_07,1,0,117,0
EnterActorFlowV2,Town12,Town12_Rep0_2509_3_route0_07_25_10_52_54,1,1,107,91
EnterActorFlowV2,Town12,Town12_Rep0_2509_4_route0_07_25_09_29_36,1,0,118,0
EnterActorFlowV2,Town12,Town12_Rep0_2509_5_route0_07_25_09_37_36,1,1,115,99
EnterActorFlowV2,Town12,Town12_Rep0_2509_6_route0_07_25_07_36_34,1,1,114,98
EnterActorFlowV2,Town12,Town12_Rep0_2509_7_route0_07_25_00_28_32,1,0,105,0
EnterActorFlowV2,Town12,Town12_Rep0_2509_8_route0_07_25_08_58_51,1,1,114,98
EnterActorFlowV2,Town12,Town12_Rep0_2509_9_route0_07_25_08_15_00,1,0,107,0
EnterActorFlowV2,Town12,Town12_Rep0_975_0_route0_07_24_16_11_27,1,1,113,97
EnterActorFlowV2,Town12,Town12_Rep0_975_10_route0_07_25_04_40_12,1,1,125,109
EnterActorFlowV2,Town12,Town12_Rep0_975_11_route0_07_25_08_14_40,1,1,125,109
EnterActorFlowV2,Town12,Town12_Rep0_975_12_route0_07_24_14_27_43,1,1,127,111
EnterActorFlowV2,Town12,Town12_Rep0_975_13_route0_07_25_00_56_22,1,1,120,104
EnterActorFlowV2,Town12,Town12_Rep0_975_14_route0_07_25_04_34_00,1,1,115,99
EnterActorFlowV2,Town12,Town12_Rep0_975_15_route0_07_25_07_19_32,1,1,128,112
EnterActorFlowV2,Town12,Town12_Rep0_975_16_route0_07_25_05_50_50,1,1,127,111
EnterActorFlowV2,Town12,Town12_Rep0_975_1_route0_07_25_07_23_02,1,1,127,111
EnterActorFlowV2,Town12,Town12_Rep0_975_2_route0_07_24_14_14_29,1,1,107,91
EnterActorFlowV2,Town12,Town12_Rep0_975_3_route0_07_24_21_52_05,1,1,123,107
EnterActorFlowV2,Town12,Town12_Rep0_975_4_route0_07_24_20_07_43,1,1,119,103
EnterActorFlowV2,Town12,Town12_Rep0_975_5_route0_07_25_01_42_06,1,0,400,0
EnterActorFlowV2,Town12,Town12_Rep0_975_6_route0_07_24_16_43_05,1,1,129,113
EnterActorFlowV2,Town12,Town12_Rep0_975_7_route0_07_25_01_51_15,1,1,127,111
EnterActorFlowV2,Town12,Town12_Rep0_975_8_route0_07_24_17_06_31,1,1,123,107
EnterActorFlowV2,Town12,Town12_Rep0_975_9_route0_07_25_09_47_56,1,1,115,99
HardBreakRoute,Town12,Town12_Rep0_1254_0_route0_07_25_03_12_03,1,1,105,89
HardBreakRoute,Town12,Town12_Rep0_1428_0_route0_07_25_02_15_47,1,1,158,142
HardBreakRoute,Town12,Town12_Rep0_1439_0_route0_07_25_10_38_25,1,1,106,90
HardBreakRoute,Town12,Town12_Rep0_1511_0_route0_07_25_00_20_52,1,1,102,86
HardBreakRoute,Town12,Town12_Rep0_1601_0_route0_07_25_00_03_22,1,1,106,90
HardBreakRoute,Town12,Town12_Rep0_1624_0_route0_07_25_02_03_04,1,1,108,92
HardBreakRoute,Town12,Town12_Rep0_1669_0_route0_07_24_22_24_24,1,1,142,126
HardBreakRoute,Town12,Town12_Rep0_1838_0_route0_07_25_09_54_17,1,1,102,86
HardBreakRoute,Town12,Town12_Rep0_1902_0_route0_07_25_08_30_38,1,1,217,201
HardBreakRoute,Town12,Town12_Rep0_1989_0_route0_07_25_00_57_20,1,1,100,84
HardBreakRoute,Town12,Town12_Rep0_2032_0_route0_07_25_01_03_27,1,1,101,85
HardBreakRoute,Town12,Town12_Rep0_2234_0_route0_07_24_14_36_18,1,1,109,93
HardBreakRoute,Town12,Town12_Rep0_2317_0_route0_07_24_13_32_24,1,1,105,89
HardBreakRoute,Town12,Town12_Rep0_2325_0_route0_07_24_13_58_34,1,1,187,171
HardBreakRoute,Town12,Town12_Rep0_2452_0_route0_07_24_23_39_34,1,1,102,86
HardBreakRoute,Town12,Town12_Rep0_2510_0_route0_07_24_15_16_38,1,1,105,89
HardBreakRoute,Town12,Town12_Rep0_2585_0_route0_07_25_06_55_22,1,1,108,92
HardBreakRoute,Town12,Town12_Rep0_258_0_route0_07_25_06_29_48,1,1,102,86
HardBreakRoute,Town12,Town12_Rep0_2630_0_route0_07_25_07_11_03,1,1,103,87
HardBreakRoute,Town12,Town12_Rep0_274_0_route0_07_24_14_09_31,1,1,231,215
HardBreakRoute,Town12,Town12_Rep0_2784_0_route0_07_25_05_14_11,1,1,103,87
HardBreakRoute,Town12,Town12_Rep0_2921_0_route0_07_24_23_31_33,1,1,104,88
HardBreakRoute,Town12,Town12_Rep0_2924_0_route0_07_24_15_36_00,1,1,107,91
HardBreakRoute,Town12,Town12_Rep0_3031_0_route0_07_25_03_16_49,1,1,102,86
HardBreakRoute,Town12,Town12_Rep0_3229_0_route0_07_25_08_01_16,1,1,279,263
HardBreakRoute,Town12,Town12_Rep0_3235_0_route0_07_25_01_20_07,1,1,106,90
HardBreakRoute,Town12,Town12_Rep0_3307_0_route0_07_25_01_25_31,1,1,101,85
HardBreakRoute,Town12,Town12_Rep0_3452_0_route0_07_24_15_49_31,1,1,92,76
HardBreakRoute,Town12,Town12_Rep0_3491_0_route0_07_25_10_30_27,1,1,101,85
HardBreakRoute,Town12,Town12_Rep0_3519_0_route0_07_25_07_07_16,1,1,101,85
HardBreakRoute,Town12,Town12_Rep0_3649_0_route0_07_24_19_50_17,1,1,108,92
HardBreakRoute,Town12,Town12_Rep0_3898_0_route0_07_25_10_20_32,1,1,104,88
HardBreakRoute,Town12,Town12_Rep0_4115_0_route0_07_24_14_56_14,1,1,106,90
HardBreakRoute,Town12,Town12_Rep0_4118_0_route0_07_25_10_36_21,1,1,100,84
HardBreakRoute,Town12,Town12_Rep0_4139_0_route0_07_25_08_33_32,1,1,102,86
HardBreakRoute,Town12,Town12_Rep0_4247_0_route0_07_25_02_16_02,1,1,105,89
HardBreakRoute,Town12,Town12_Rep0_4357_0_route0_07_25_08_47_01,1,1,136,120
